name,platform,dependents_count,dependent_repos_count,stars,forks,contributions_count,rank,gap,reverse_gap,hidden_score,critical_fragile,staleness_years,release_count,releases_per_year,first_release_year,last_release_year,license,domain,repo_host,repo_org,status,deprecation_reason,cluster,keywords_text
koa-helmet,npm,411,189,642,42,35,21,0.33614361508030566,-0.33614361508030566,-0.38292432443216473,-1.7302182811101465,0.02737850787132101,40,3.3333333333333335,2014,2025,MIT,security,github.com,venables,,,0,csp headers helmet hsts koa security x-frame-options koa-helmet koa2 middleware secure secure-by-default
@nativescript/core,npm,411,252,25384,1729,258,22,0.21177669485731654,-0.21177669485731654,-1.6237026936520487,-3.7183542166455084,0.0054757015742642025,1150,143.75,2019,2026,Apache-2.0,web,github.com,nativescript,,,5,nativescript javascript android ios typescript angular capacitor cross-platform flutter java kotlin objective-c react solidjs svelte swift swiftui visionos visionpro vue
bpmn-js-properties-panel,npm,412,46,327,207,57,20,0.9438521937206836,-0.9438521937206836,0.601722196193614,-1.8903607745731086,0.0,226,18.833333333333332,2015,2026,MIT,other,github.com,bpmn-io,,,0,bpmn-io bpmn-js properties properties-panel hacktoberfest
@npmtea2024/voluptatem-officiis-voluptates-eum,npm,410,0,0,0,1,13,2.6138418218760693,-2.6138418218760693,4.910857151303863,2.063789871229525,1.782340862422998,2,2.0,2024,2024,MIT,other,github.com,npmtea2024,,,6,
@types/is-ci,npm,468,230,50793,30543,1814,22,0.30756086282293893,-0.30756086282293893,-1.7724978176288113,-4.141417375512274,2.1711156741957565,7,1.1666666666666667,2018,2023,MIT,other,github.com,definitelytyped,,,5,definition dts hacktoberfest types typescript typescript-definitions typings
eslint-plugin-astro,npm,412,240,385,31,22,21,0.2339330090815328,-0.2339330090815328,-0.39394508256853605,-1.327725545892068,0.17522245037645448,69,17.25,2022,2025,MIT,devtools,github.com,ota-meshi,,,5,eslint eslint-plugin eslintplugin astro astrojs
fullcalendar,npm,410,118,20239,3718,145,23,0.5382948604835383,-0.5382948604835383,-1.0978822844745246,-3.4111316510321084,0.019164955509924708,107,9.727272727272727,2015,2025,MIT,other,github.com,fullcalendar,,,0,calendar event full-sized fullcalendar
@npmtea2024/tenetur-id-facilis-a,npm,452,452,0,0,1,16,0.0,0.0,0.9985694661082006,2.14379810958076,1.782340862422998,2,2.0,2024,2024,MIT,other,github.com,npmtea2024,,,5,
@npmtea2024/adipisci-doloribus-cumque-fugit,npm,452,452,0,0,1,16,0.0,0.0,0.9985694661082006,2.14379810958076,1.782340862422998,2,2.0,2024,2024,MIT,other,github.com,npmtea2024,,,5,
vue-highlightjs,npm,411,157,337,41,5,21,0.4162401290787119,-0.4162401290787119,-0.09296127436305458,2.0554763075051232,8.61054072553046,10,10.0,2017,2017,MIT,web,github.com,metachris,,,3,vue vuejs syntax highlight highlight.js highlighting highlightjs javascript vuejs2
tcp-port-used,npm,425,204,66,15,1,18,0.3176557380469647,-0.3176557380469647,0.20309868898592898,1.8908860759120916,5.062286105407256,12,1.5,2013,2020,MIT,ml,github.com,stdarg,,,3,tcp port available free check networking
semver-compare,npm,411,263,66,8,1,18,0.19329328916330324,-0.19329328916330324,0.03607327830632079,3.862339729391659,11.16769336071184,1,1.0,2014,2014,MIT,other,github.com,substack,,,3,semver compare cmp comparison sort
standard-markdown,npm,412,319,75,15,7,20,0.11080007333649533,-0.11080007333649533,-0.14290897849073936,0.9425971779292327,4.314852840520191,24,4.0,2016,2021,MIT,multi,github.com,zeke,,,5,standard lint linter markdown code snippet javascript
ibc_polymer_zaff,npm,410,3,0,0,1,15,2.0117818305481068,-2.0117818305481068,4.005920109711117,1.9204331684962044,1.3388090349075976,8,8.0,2024,2024,MIT,devtools,github.com,zaffkiieell,,,6,ibc solidity
svg-sprite,npm,410,193,1953,255,51,19,0.32604009194584327,-0.32604009194584327,-0.7339750329222146,-1.9652445298376626,0.8788501026694046,97,8.083333333333334,2014,2025,MIT,web,github.com,svg-sprite,,,0,icon icons svg png sprite spritesheet stack generator css sass less stylus stylesheet inline html vector rwd retina mustache gulpfriendly svgo
@types/command-exists,npm,516,271,50793,30543,1814,24,0.27892163905974376,-0.27892163905974376,-1.799026549861601,-4.061293033402754,2.1711156741957565,4,0.6666666666666666,2018,2023,MIT,other,github.com,definitelytyped,,,5,definition dts hacktoberfest types typescript typescript-definitions typings
gulp-jsbeautifier,npm,410,295,65,14,11,18,0.14255011081713054,-0.14255011081713054,-0.05909920575560168,1.4770032575956222,6.455852156057495,21,3.5,2014,2019,MIT,web,github.com,tarunc,,,3,beautifier beautify css format gulp gulpplugin html indent javascript js-beautify js jsbeautifier json prettify
react-visibility-sensor,npm,409,130,2325,197,33,20,0.495512561063971,-0.495512561063971,-0.5177373103163453,-0.0022205916399262726,6.458590006844627,53,8.833333333333334,2014,2019,MIT,web,github.com,joshwnj,,,3,react react-component visibility
dot-case,npm,409,100,2369,99,25,16,0.6084624829370928,-0.6084624829370928,-0.3417674169648358,-1.222125930270368,2.2751540041067764,17,1.7,2014,2023,MIT,other,github.com,blakeembrey,Deprecated,Use `change-case`,0,dot case period full stop convert transform camel-case change-case constant-case lowercase pascal-case snake-case uppercase
eslint-plugin-bpmn-io,npm,438,210,3,5,5,16,0.3181820649444287,-0.3181820649444287,0.8419989701630861,0.6820216446212374,0.8843258042436687,34,4.25,2018,2025,MIT,devtools,github.com,bpmn-io,,,5,eslint lint rules bpmn.io
@tiptap/extension-font-family,npm,409,82,34414,2822,447,24,0.6937057643436615,-0.6937057643436615,-0.991047414804204,-4.072492963950947,0.0,292,41.714285714285715,2020,2026,MIT,web,github.com,ueberdosis,,,0,tiptap tiptap extension editor javascript js prosemirror react renderless-components rich-text vue wysiwyg wysiwyg-editor
dumi-theme-default,npm,409,19,3746,1185,153,19,1.3117538610557542,-1.3117538610557542,0.5170910636201419,-1.93143862877669,3.2799452429842573,71,23.666666666666668,2020,2022,MIT,docs,github.com,umijs,,,6,docs-generator library-development static-site-generator umi
@types/del,npm,409,258,50793,30543,1814,18,0.19948409263848355,-0.19948409263848355,-1.9577356480471664,-4.5625772821823825,1.2101300479123889,19,2.111111111111111,2016,2024,MIT,other,,,Deprecated,"This is a stub types definition. del provides its own type definitions, so you do not need this installed.",5,definition dts hacktoberfest types typescript typescript-definitions typings
@wdio/mocha-framework,npm,410,213,9691,2643,1018,22,0.2834280485268783,-0.2834280485268783,-1.2907701171659218,-4.136546837774963,0.010951403148528405,391,43.44444444444444,2018,2026,MIT,testing,github.com,webdriverio,,,5,webdriver wdio wdio-reporter automation cucumber devtools jasmine javascript mocha node performance performance-test test webdriverio
ioredis-mock,npm,416,186,374,134,114,22,0.34829444843725854,-0.34829444843725854,-0.2775346830093236,-2.127842680583848,0.19164955509924708,205,20.5,2016,2025,MIT,testing,github.com,stipsan,,,0,fakeredis in-memory ioredis ioredis-mock mock-ioredis mock-redis redis redis fake redis inmemory redis js redis memory redis mock redis standalone redis test redis testing redis-js redis-mock redisjs emulator mocking node redis-server
lodash-node,npm,408,320,112,16,2,15,0.10521827560246999,-0.10521827560246999,-0.25292256463703006,3.117534225819375,9.952087611225188,25,6.25,2013,2016,MIT,other,github.com,lodash,Deprecated,This package is discontinued. Use lodash@^4.0.0.,3,
url-search-params-polyfill,npm,408,154,598,89,14,21,0.4213916098370505,-0.4213916098370505,-0.25728167099346694,-0.578362561084972,2.3408624229979464,28,3.5,2016,2023,MIT,other,github.com,jerrybendy,,,0,polyfill urlsearchparams
foundation-sites,npm,438,224,29781,5437,699,23,0.2902820021307586,-0.2902820021307586,-1.5698725958782198,-3.7967756182124672,1.2785763175906912,65,6.5,2015,2024,MIT,web,github.com,foundation,,,5,css scss sass js responsive mobile-first framework eyeglass-module handlebars-helper-rel handlebars-helper-slugify
@smithy/service-client-documentation-generator,npm,408,3,302,113,93,17,2.0096633166793794,-2.0096633166793794,2.274136159869336,-1.9655598457181247,0.27104722792607805,12,4.0,2023,2025,Apache-2.0,web,github.com,smithy-lang,,,6,typedocplugin
posthog-node,npm,413,156,488,216,115,21,0.4211006887116655,-0.4211006887116655,-0.26265224197809506,-2.2913487847487097,0.0054757015742642025,156,22.285714285714285,2020,2026,MIT,data,github.com,posthog,,,0,posthog stats analysis funnels analytics javascript npm typescript
date-format,npm,410,159,59,17,5,20,0.40972183922014427,-0.40972183922014427,0.35342830043511814,0.7880267167896042,3.2826830937713893,23,2.3,2013,2022,MIT,devtools,github.com,nomiddlename,,,0,date format string
simple-line-icons,npm,408,59,1861,845,14,20,0.8335720576236982,-0.8335720576236982,-0.03019209102650039,0.0211848085960189,5.409993155373032,16,2.6666666666666665,2015,2020,MIT,web,github.com,thesabbir,,,3,icon simple-icons simple-line-icons line css webfont font icons icons-pack
@polymer/lit-element,npm,408,183,4485,319,82,14,0.3469054849978055,-0.3469054849978055,-0.9260815161155294,-0.4364730415865894,6.9897330595482545,24,12.0,2018,2019,BSD-3-Clause,multi,github.com,polymer,Deprecated,@polymer/lit-element has moved to lit-element. Please uninstall this package and install lit-element. See https://www.polymer-project.org/blog/2019-01-11-lit-element-rc,3,
@esbuild-plugins/node-globals-polyfill,npm,408,141,286,31,6,18,0.4594349636242856,-0.4594349636242856,0.02100047685870171,0.1973007662895851,2.948665297741273,11,2.75,2020,2023,ISC,devtools,github.com,remorses,,,0,
postcss-normalize-positions,npm,459,154,4931,324,127,24,0.47242613351128293,-0.47242613351128293,-0.7431976031232037,-2.610597792312177,0.6735112936344969,37,4.111111111111111,2017,2025,MIT,web,github.com,cssnano,,,0,css postcss postcss-plugin cssnano minification optimisation
@storybook/addon-svelte-csf,npm,408,127,136,35,32,19,0.5045133383594735,-0.5045133383594735,0.26482499551561156,-1.2233232064464707,0.26283367556468173,470,94.0,2021,2025,MIT,other,github.com,storybookjs,,,0,storybook-addons csf svelte
@parcel/transformer-typescript-tsc,npm,408,219,44026,2273,478,24,0.2693006271851357,-0.2693006271851357,-1.6917813386277274,-4.140032006325902,0.08761122518822724,942,134.57142857142858,2019,2025,MIT,multi,github.com,parcel-bundler,,,5,assets build-tool commonjs compiler css es6 html javascript module-bundler modules web
datatables.net,npm,412,194,56,34,3,20,0.3259154402938833,-0.3259154402938833,0.18042402250502948,-0.11218170780653258,0.04380561259411362,66,6.0,2015,2025,MIT,data,github.com,datatables,,,0,datatables jquery table filter sort
degenerator,npm,408,185,1097,262,45,20,0.3422103637894254,-0.3422103637894254,-0.571530112795448,-1.2576588072166737,2.4722792607802875,28,2.5454545454545454,2013,2023,MIT,web,github.com,tootallnate,,,5,agent http https nodejs pac proxy socks
webpack-virtual-modules,npm,512,208,518,43,22,20,0.38997107900076244,-0.38997107900076244,-0.20814788401111403,-0.7765368132055732,1.593429158110883,28,3.5,2017,2024,MIT,multi,github.com,sysgears,,,0,webpack webpack-plugin virtual modules overlay
@nuxt/content,npm,414,160,3541,737,325,23,0.41122222068024294,-0.41122222068024294,-0.7937245310562163,-3.280905216550409,0.038329911019849415,101,16.833333333333332,2020,2025,MIT,web,github.com,nuxt,,,0,nuxt content nuxt-module cms markdown mdc git-cms vue
browserify-css,npm,407,279,144,22,9,18,0.1635021317476606,-0.1635021317476606,-0.23970113001407983,1.4024300032491297,6.631074606433949,34,5.666666666666667,2014,2019,MIT,web,github.com,cheton,,,3,browser browserify browserify-transform css dom minify transform
harmony-reflect,npm,412,166,479,48,13,21,0.39323358050881785,-0.39323358050881785,-0.22212166452457593,0.3104253790660373,4.731006160164271,35,3.5,2012,2021,Apache-2.0,other,github.com,tvcutsem,,,3,reflection proxies proxy reflect harmony es6 javascript metaprogramming shim
steal,npm,407,307,1365,522,39,18,0.12210944658943568,-0.12210944658943568,-0.996752263815051,-0.928704890431472,3.583846680355921,328,32.8,2013,2022,MIT,devtools,github.com,stealjs,,,5,stealjs donejs modules es6 bundling amd build-tool commonjs javascript module-bundler module-loader plugins web
solidity-docgen,npm,407,163,458,120,15,19,0.39581631504218207,-0.39581631504218207,-0.24672124415064303,-0.5515496991531386,2.3709787816563996,90,15.0,2018,2023,MIT,docs,github.com,openzeppelin,,,0,solidity documentation
rollup-plugin-preserve-directives,npm,407,144,67,8,6,18,0.4492921608549052,-0.4492921608549052,0.41540838724443974,0.2770514712387347,1.9329226557152634,6,3.0,2023,2024,MIT,devtools,github.com,ephem,,,0,rollup-plugin
clipboard-copy,npm,407,146,627,40,7,21,0.443342828341704,-0.443342828341704,-0.21625062958744395,0.6278304210019113,5.138945927446954,16,4.0,2017,2020,MIT,web,github.com,feross,,,3,browser clipboard clipboard copy clipboard.js copy copy to clipboard modern browsers simple browserify clipboard-copy clipboard-js clipboardjs javascript
@types/ember,npm,417,245,50793,30543,1814,23,0.23024117467165572,-0.23024117467165572,-1.9082298310157684,-4.298910045884105,1.9767282683093772,151,16.77777777777778,2016,2024,MIT,other,github.com,definitelytyped,,,5,definition dts hacktoberfest types typescript typescript-definitions typings
@angular/service-worker,npm,410,150,99643,26959,1213,25,0.4348648745829,-0.4348648745829,-1.7302914434579337,-4.889502415381732,0.0,919,83.54545454545455,2016,2026,MIT,web,github.com,angular,,,0,angular javascript pwa typescript web web-framework web-performance
eslint-config-love,npm,407,254,815,68,34,21,0.20411998265592501,-0.20411998265592501,-0.6560863317332064,-1.8069207504769276,0.0,122,12.2,2017,2026,MIT,devtools,github.com,mightyiam,,,5,check checker code code checker code linter code standards code style enforce eslint eslintconfig hint jscs jshint lint policy quality simple style style checker style linter verify typescript hacktoberfest javascript
@npmtea2024/enim-fugit-minima-est,npm,452,452,0,0,1,16,0.0,0.0,0.9985694661082006,2.14379810958076,1.782340862422998,2,2.0,2024,2024,MIT,other,github.com,npmtea2024,,,5,
concat-with-sourcemaps,npm,412,229,67,23,5,19,0.2542222156388081,-0.2542222156388081,0.07266423850326087,2.167105970976043,7.685147159479809,16,3.2,2014,2018,ISC,other,github.com,floridoo,,,3,concat source map
@types/debounce,npm,453,213,50793,30543,1814,24,0.3266420795079128,-0.3266420795079128,-1.7493277706624772,-4.168146486848921,2.1711156741957565,18,2.25,2016,2023,MIT,other,github.com,definitelytyped,,,5,definition dts hacktoberfest types typescript typescript-definitions typings
emoji-picker-react,npm,408,81,1313,205,42,20,0.6979094556236252,-0.6979094556236252,-0.0685674839893779,-2.0195613659238703,0.11498973305954825,301,33.44444444444444,2017,2025,MIT,web,github.com,ealush,,,0,emoji-picker react-emoji-picker emoji emojis reactions reactions-picker emoji-reactions component emoji-picker-react hacktoberfest picker react reactjs
jss-preset-default,npm,407,183,7092,402,136,21,0.34584234008034365,-0.34584234008034365,-1.0554650148416993,-2.1198579320610387,2.9103353867214237,77,9.625,2016,2023,MIT,web,github.com,cssinjs,,,5,jss preset default components css css-in-js cssinjs js stylesheets
get-pixels,npm,407,245,550,113,19,20,0.21972505598650072,-0.21972505598650072,-0.5506426157379595,-0.013371986877290132,4.48186173853525,22,2.4444444444444446,2013,2021,MIT,multi,github.com,scijs,,,5,ndarray pixel get read image png jpeg jpg jpe gif decode buffer data parse dom node browserify
babel-messages,npm,407,182,43833,5787,807,25,0.3482090733594507,-0.3482090733594507,-1.5934378300515661,-1.759011832280573,8.281998631074606,47,15.666666666666666,2015,2017,MIT,devtools,github.com,babel,,,3,ast babel compiler es2015 es6 flavortown javascript
svelte-jester,npm,406,208,128,18,17,20,0.2894481231141661,-0.2894481231141661,-0.014265854200940842,-0.47632685839638683,1.566050650239562,36,6.0,2019,2024,MIT,testing,github.com,svelteness,,,5,svelte-jester jest svelte sveltekit compile transformer preprocess test jest-transformer svelte-v3 testing testing-library
hexlet-pairs,npm,406,253,36,22,9,14,0.20476069260528185,-0.20476069260528185,0.11998483533309479,2.0073360035358907,7.586584531143052,16,5.333333333333333,2016,2018,ISC,other,github.com,hexlet-components,Deprecated,Package no longer supported. Use the new version @hexlet/pairs.,3,
vue-draggable-resizable,npm,406,48,3552,567,21,21,0.9193983291967063,-0.9193983291967063,-0.022352544269112817,-1.4016732657304707,1.949349760438056,38,4.75,2017,2024,MIT,web,github.com,mauricius,,,0,vue component dragabble resizable draggable vuejs3
material-icons,npm,408,126,354,43,7,20,0.5079195870513851,-0.5079195870513851,0.029586070258382516,-0.5907661720142627,0.9034907597535934,90,8.181818181818182,2015,2025,Apache-2.0,multi,github.com,marella,,,0,material-icons material-design-icons material-design material icons iconfont font css sass
@aws-sdk/region-provider,npm,406,4,0,0,0,9,1.9106244048892012,-1.9106244048892012,3.8522157288772654,3.5592666348034863,5.426420260095825,22,7.333333333333333,2018,2020,Apache-2.0,multi,,,,,6,aws credentials
postcss-normalize-string,npm,456,152,4931,324,127,24,0.47522476925225154,-0.47522476925225154,-0.7401002442121912,-2.615978138157263,0.6735112936344969,36,4.0,2017,2025,MIT,web,github.com,cssnano,,,0,css postcss postcss-plugin cssnano minification optimisation
markdown-it-ins,npm,412,193,35,15,3,19,0.32814832172617514,-0.32814832172617514,0.3496716165690887,0.7165132345336824,2.0944558521560577,6,0.6666666666666666,2015,2023,MIT,docs,github.com,markdown-it,,,5,markdown-it-plugin markdown-it markdown insert ins
yarn-deduplicate,npm,406,233,1384,55,29,20,0.24037855181507695,-0.24037855181507695,-0.7417969271925093,-1.0152755334453831,2.6639288158795345,20,3.3333333333333335,2018,2023,Apache-2.0,other,github.com,scinos,,,5,yarn yarn.lock lockfile duplicated package manager dedupe deduplicate duplicated-packages duplicates lock-file yarn-lock
windicss,npm,406,132,6544,177,51,21,0.4857427682581341,-0.4857427682581341,-0.8144158663958349,-1.436397850995807,3.5263518138261465,130,43.333333333333336,2020,2022,MIT,web,github.com,windicss,,,0,windicss tailwindcss css compiler css-compiler on-demand svelte utility-first vuejs windi-css
@aws-sdk/stream-collector-browser,npm,406,3,0,0,0,7,2.0075344178972574,-2.0075344178972574,3.997878057773744,3.6477584266141783,5.700205338809035,18,6.0,2018,2020,Apache-2.0,other,,,,,6,
@wix/metro-runtime,npm,406,2,0,0,0,12,2.1324731545055573,-2.1324731545055573,4.1856694611474685,1.8469504632666007,0.12867898699520877,671,167.75,2022,2025,Unlicense,other,,,,,6,
vite-plugin-top-level-await,npm,406,123,307,18,11,19,0.5161727240629848,-0.5161727240629848,0.09833190275300377,-0.8653057521277665,0.4791238877481177,22,5.5,2022,2025,MIT,multi,github.com,menci,,,0,vite plugin top-level await await
postcss-normalize-repeat-style,npm,456,152,4931,324,127,24,0.47522476925225154,-0.47522476925225154,-0.7401002442121912,-2.615978138157263,0.6735112936344969,37,4.111111111111111,2017,2025,MIT,web,github.com,cssnano,,,0,css cssnano minification optimisation postcss
@aws-sdk/stream-collector-node,npm,405,3,0,0,0,7,2.0064660422492318,-2.0064660422492318,3.9958551951144434,3.6457355639548767,5.700205338809035,19,6.333333333333333,2018,2020,Apache-2.0,other,,,,,6,
vite-plugin-externalize-deps,npm,545,177,101,6,4,19,0.4867726403958432,-0.4867726403958432,0.4204593943043784,0.03425390212711832,0.26283367556468173,15,3.75,2022,2025,MIT,devtools,github.com,voracious,,,0,dependencies dev utils vite vite-plugin
@docsearch/css,npm,406,137,4311,432,132,23,0.4697153228239834,-0.4697153228239834,-0.7386605763762685,-2.903430693453978,0.04380561259411362,65,10.833333333333334,2020,2025,MIT,docs,github.com,algolia,,,0,algolia docsearch documentation javascript react search typescript
@upstash/redis,npm,405,142,896,89,30,21,0.4531899961121324,-0.4531899961121324,-0.31383547237557047,-1.785222246209531,0.0,896,149.33333333333334,2021,2026,MIT,web,github.com,upstash,,,0,redis database serverless edge upstash upstash-sdk
@sentry/integrations,npm,412,119,8523,1744,634,23,0.5367688056087765,-0.5367688056087765,-0.8566128827550984,-3.7179634151307748,0.44353182751540043,394,56.285714285714285,2019,2025,MIT,web,github.com,getsentry,,,0,angular crash-reporting ember error-monitoring hacktoberfest javascript javascript-client nextjs node raven react sdk sentry sentry-client tag-production team-web-frontend typescript vue
@npmtea2024/voluptates-fugit-ipsa-quo,npm,452,452,0,0,1,16,0.0,0.0,0.9985694661082006,2.14379810958076,1.782340862422998,2,2.0,2024,2024,MIT,other,github.com,npmtea2024,,,5,
angular-ui-bootstrap,npm,405,155,14215,6639,413,23,0.41540143522273265,-0.41540143522273265,-1.2449347918741493,-1.2164356508639151,8.232717316906228,44,14.666666666666666,2015,2017,MIT,web,github.com,angular-ui,,,3,angularjs angular bootstrap ui
jest-html-reporters,npm,405,185,526,104,26,19,0.33901308935927776,-0.33901308935927776,-0.35757307342489325,-0.9340517767878419,2.0369609856262834,55,9.166666666666666,2018,2023,MIT,testing,github.com,hazyzh,,,5,jest html reporter report plugin html-report jest-html-reporters jest-reporter jest-test test testing
postcss-normalize-display-values,npm,456,151,4931,324,127,24,0.4780726121250778,-0.4780726121250778,-0.7358197430306196,-2.615978138157263,0.6735112936344969,35,3.888888888888889,2017,2025,MIT,web,github.com,cssnano,,,0,css cssnano minification optimisation postcss
@lexical/rich-text,npm,406,116,22748,2063,507,22,0.5414085474790582,-0.5414085474790582,-1.1048946899855259,-4.021278985770481,0.0,505,101.0,2022,2026,MIT,ml,github.com,facebook,,,0,lexical editor rich-text
koa-jwt,npm,406,109,1349,121,51,19,0.568201724066995,-0.568201724066995,-0.2551586348499238,-1.170986268551661,3.0006844626967832,47,4.7,2014,2023,MIT,security,github.com,koajs,,,0,auth authn authentication authz authorization http jwt json middleware token oauth permissions koa
css-modules-require-hook,npm,404,203,485,45,12,20,0.29782485578876994,-0.29782485578876994,-0.3704665555696381,1.3832462911316328,7.997262149212868,36,9.0,2015,2018,MIT,web,github.com,css-modules,,,3,css-modules require hook
postcss-normalize-timing-functions,npm,454,150,4931,324,127,24,0.47903444936394335,-0.47903444936394335,-0.735117542662665,-2.619584693308588,0.6735112936344969,35,3.888888888888889,2017,2025,MIT,web,github.com,cssnano,,,0,css cssnano minification optimisation postcss
vue-count-to,npm,417,32,0,0,0,13,1.1026623418971475,-1.1026623418971475,2.6423146735998504,4.440451053018706,8.084873374401095,12,12.0,2017,2017,MIT,web,github.com,panjiachen,,,3,
es6-object-assign,npm,406,196,56,22,2,19,0.315128183063627,-0.315128183063627,0.20224323338251676,2.884095612699429,8.80766598220397,5,1.6666666666666667,2015,2017,MIT,other,github.com,rubennorte,,,3,object assign es6 ecmascript 6 es2015 ecmascript 2015 polyfill ponyfill
@npmtea2024/laborum-quam-sed-dolorum,npm,452,452,0,0,1,16,0.0,0.0,0.9985694661082006,2.14379810958076,1.782340862422998,2,2.0,2024,2024,MIT,other,github.com,npmtea2024,,,5,
fs.extra,npm,405,291,31,8,2,16,0.14314318212877586,-0.14314318212877586,0.13830182945184488,3.778793409383062,10.978781656399725,11,2.2,2011,2015,MIT,other,github.com,coolaj86,,,3,
@metamask/snaps-ui,npm,404,121,812,637,59,19,0.5210951925399203,-0.5210951925399203,-0.32267851500058914,-1.5000927992395787,2.190280629705681,36,18.0,2022,2023,Other,other,github.com,metamask,,,0,metamask monorepo
trim,npm,405,235,2,0,7,13,0.23561403060708752,-0.23561403060708752,1.0193953587240374,2.053035234792859,4.769336071184121,5,0.5555555555555556,2013,2021,MIT,other,github.com,trott,Deprecated,Use String.prototype.trim() instead,3,string trim
@icedesign/base,npm,405,6,0,0,0,10,1.7634279935629373,-1.7634279935629373,3.630552507773368,3.3776054347684807,4.870636550308008,22,4.4,2017,2021,MIT,other,,,,,6,
@trivikr-test/types,npm,404,3,3513,650,173,18,2.005395031886706,-2.005395031886706,1.6060957049446465,-2.175175608051863,2.5845311430527036,12,6.0,2022,2023,Apache-2.0,infra,github.com,aws,,,6,aws-sdk aws-sdk-js dynamodb javascript lambda nodejs s3 sns typescript
@types/rax,npm,404,16,50793,30543,1814,23,1.3770061018363948,-1.3770061018363948,-0.1899201405928166,-4.9186698025547955,0.13963039014373715,22,3.6666666666666665,2020,2025,MIT,other,github.com,definitelytyped,,,6,definition dts hacktoberfest types typescript typescript-definitions typings
@npmtea2024/molestiae-sequi-odio-aspernatur,npm,452,452,0,0,1,16,0.0,0.0,0.9985694661082006,2.14379810958076,1.782340862422998,2,2.0,2024,2024,MIT,other,github.com,npmtea2024,,,5,
tslint-ionic-rules,npm,403,167,49,15,15,17,0.3810720833847423,-0.3810720833847423,0.3559914938811483,1.5916068691069005,7.08829568788501,21,7.0,2016,2018,MIT,multi,github.com,ionic-team,,,3,tslint rules ionic angular typescript lint linting linter tslint-plugin
@juiggitea/distinctio-tempora-quos-quis,npm,403,403,0,0,1,7,0.0,0.0,0.9791633786734772,1.9947993300193878,1.6125941136208077,2,2.0,2024,2024,MIT,security,,,,,5,
builder,npm,403,115,317,26,11,19,0.5419233758836866,-0.5419233758836866,0.1203851562084379,0.9520725337805092,6.168377823408624,41,4.555555555555555,2011,2019,MIT,other,github.com,formidablelabs,,,3,
angular-cli-ghpages,npm,403,192,979,98,24,21,0.32082405610283127,-0.32082405610283127,-0.5391849580713289,-1.713764694343483,0.0,45,4.090909090909091,2016,2026,MIT,multi,github.com,angular-schule,,,0,angular cli angular-cli ghpages github github pages cloudflare pages pages deploy ng deploy ng-deploy gh-pages angular-cli-ghpages angular-cli-github-pages circle-ci cloudflare-pages github-actions github-pages travis-ci
vue-infinite-scroll,npm,403,57,2862,416,12,20,0.8429533715476678,-0.8429533715476678,-0.07309721191109642,0.9490133948351622,8.27378507871321,19,6.333333333333333,2015,2017,MIT,web,github.com,elemefe,,,3,infinite-scroll vue
antd-style,npm,403,104,285,39,18,20,0.5851920660406669,-0.5851920660406669,0.20169868021224668,-1.2377532268941718,0.010951403148528405,154,38.5,2023,2026,MIT,web,github.com,ant-design,,,0,antd css-in-js cssinjs antd design token token design token token-system emtion design-token
lodash.isundefined,npm,403,243,61515,7107,338,24,0.2189915387718755,-0.2189915387718755,-1.882216915274621,-0.6607666781007304,10.729637234770705,9,3.0,2013,2015,MIT,devtools,github.com,lodash,,,3,lodash lodash-modularized stdlib util javascript modules utilities
pg-connection-string,npm,414,170,13020,1303,342,23,0.38505198631993887,-0.38505198631993887,-1.1792106526282868,-3.4836914386567126,0.5557837097878165,26,2.1666666666666665,2014,2025,MIT,data,github.com,brianc,,,0,pg connection string parse libpq node-postgres postgres postgresql postgresql-driver
@types/chai-subset,npm,447,202,50793,30543,1814,25,0.343781976084931,-0.343781976084931,-1.7258206196044845,-4.60827143834758,0.8432580424366872,18,1.8,2016,2025,MIT,multi,github.com,definitelytyped,,,0,definition dts hacktoberfest types typescript typescript-definitions typings
@astrojs/check,npm,410,165,55392,3059,718,22,0.3937337338360143,-0.3937337338360143,-1.570695109097647,-4.384788835430488,0.11498973305954825,35,11.666666666666666,2023,2025,MIT,web,github.com,withastro,,,0,astro blog browser components hybrid islands node server static static-site-generator universal
require,npm,402,179,59,9,3,17,0.35003254103780357,-0.35003254103780357,0.2918074555237011,3.322028859120244,10.485968514715948,16,3.2,2011,2015,MIT,web,github.com,marcuswestin,,,3,
lib0,npm,404,131,425,73,20,20,0.4868810920088187,-0.4868810920088187,-0.06849471601921558,-1.402051894347109,0.02190280629705681,138,19.714285714285715,2019,2025,MIT,other,github.com,dmonad,,,0,
rollup-plugin-inject,npm,406,200,77,18,11,14,0.30639835180473085,-0.30639835180473085,0.13328335740241926,1.33177452096676,6.193018480492813,13,2.6,2015,2019,MIT,devtools,github.com,rollup,Deprecated,This package has been deprecated and is no longer maintained. Please use @rollup/plugin-inject.,3,rollup rollup-plugin es2015 npm modules
koa-json,npm,408,155,198,9,7,20,0.41859870965288026,-0.41859870965288026,0.08124256873629904,2.437502022262224,9.697467488021903,11,3.6666666666666665,2014,2016,MIT,other,github.com,koajs,,,3,koa json
ape-formatting,npm,402,389,0,0,1,16,0.014240439114610481,-0.014240439114610481,1.0001476034025725,3.6847244868941003,6.847364818617385,6,1.5,2016,2019,MIT,devtools,github.com,ape-repo,,,3,
