company_name,website,logo_url,description,info_2,info_3,product_categories_
Epp composites pvt ltd,http://www.eppcomposites.com/index.html,assets/images/exhibitor-directory/dummy.png,"Composites Manufacturing GRP/GRE pipe,cable tray,grating,tanks,canopy,pultruded section",India,www.eppcomposites.com/index.html,"ENERGY EFFICIENCY > Energy efficient equipments for power generation, transmission and distribution , Cogeneration > Equipment suppliers and service providers, other, The extensive range of products manufactured by EPP includes - GRP/GRE Pipes, Fittings & Liners, FRP Cooling Towers/Scrubbers/Blowers/Hoods/Ducts & Chimneys, FRP Storage Tanks, various FRP Pultruded Products, FRP Cable Trays, SMC Electrical Boxes, Electrical Poles, FRP Doors & Roofing Sheets."
EQMag GR,http://www.eqmagpro.com/,assets/images/exhibitor-directory/1759149109_eq1759150748_1759149109_eq.png,"EQ Magazine offers in-depth insights and transparency across power generation, clean energy, low carbon technologies, and carbon markets. It delivers the latest updates on industry news, research, technology, products, business, finance, and regulatory policies. With a diverse readership including energy corporations, government bodies, policy makers, consultants, financial institutions, and industry associations, EQ serves as a trusted source of knowledge and trends. Through its pan-India conferences and expos, EQ fosters industry collaboration and drives discussions on sustainability, innovation, and clean energy growth. EQ platform empowers stakeholders to make informed decisions in an evolving energy landscape, global transition to net Zero.",India,www.eqmagpro.com/,"other, Service:- Magazine, Map, Awards, Conference, Expo"
Era Electro Devices,http://www.eraelectrodevices.com,assets/images/exhibitor-directory/dummy.png,"We are the Pan India Sole Channel Partners with Pidilite Industries for Solar Silicone Sealant and Junction Box Potting manufactured in Gujarat.
Along with Pidilite, we are also the Pan-India Sole Channel Partner with Metlok for the Nob-Penetrative Adhesives used in Solar EPC. We have Metal-Metal and Concrete-Metal Adhesives.",India,www.eraelectrodevices.com,"Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments , Solar Energy > Suppliers of raw materials , Solar Energy > System integrators, assemblers and distributors"
Eternity Power Solutions Private Limited,http://www.eternitygreens.com,assets/images/exhibitor-directory/dummy.png,"Eternity Power Solutions Pvt. Ltd. is prominent manufacturer of Solar and LED based lighting systems and controllers. 
Our Product range
1. Solar Street Light Controllers
2. Solar Charge Controllers
3. Solar All in one Street Light
4. Solar Semi Integrated Street Light
5. Solar High mast Light
6. Solar Traffic Blinker
7. Solar PV Module/Solar Panel
8. Lithium Battery Packs
9. Energy Storage Systems
10. Solar CCTV/Security System
11. Solar Home Lighting System
12. Bluetooth/RS485/GSM/RMS based Customized Solar Solutions",India,www.eternitygreens.com,"Solar Energy > Solar street and billboard lighting systems, ENERGY EFFICIENCY > Industrial and decorative lighting equipment, luminaries, fixtures and accessories, ENERGY EFFICIENCY > Manufacturers of LED and charge controllers"
Eureka Industrial Equipments Pvt Ltd,http://www.eurekaflow.com,assets/images/exhibitor-directory/1758800374_eurekalogo11759147027_1758800374_eurekalogo1.jpg,"Eureka Industrial Equipments Pvt Ltd, Pune is a leading manufacturers of different types of Industrial Flow Meters, since 1970, having Quality Accreditation ISO 9001/ISO 14001:2015 / ISO 45001:2018 and presence in Indian & Global Market for more than 50 years. Eureka has been granted NABL accreditation (ISO/IEC 17025:2017) for its Automated Flow Calibration Lab. 
We Manufacture Flow Measuring Instruments like Electromagnetic Flowmeters, Ultrasonic Flowmeters, AMR meters, Variable Area Flowmeter with Transmitters, all types of D P Flow Elements, Pressure transmitters and Sight Flow Indicators & Mass Flow meters & controllers.",India,www.eurekaflow.com,other
Evolve Green Energies Pvt Ltd,http://www.evolveenergygroup.com,assets/images/exhibitor-directory/dummy.png,"Evolve Energy Group - A part of  Evolve Green Energies Pvt Ltd—is your true one-call solar solution for all Solar Needs. Be it Inverter, Panel, or Balance of Structure, or even turnkey EPC solution we have it all. Product-wise, we manufacture Inverter, PV Modules and other BoS items with our inhouse manufacturing facility following world class standards with stringent product and quality norms. We give the highest warranty of 10 Years replacement warranty for Inverters and 12 years Product warranty, 27-year Performance warranty for PV modules. We have a",India,www.evolveenergygroup.com,"Solar Energy > Inverters, charge controllers, batteries and module connectors , Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments , Solar Energy > System integrators, assemblers and distributors , Solar Energy > Turnkey solution providers , Solar Energy > Solar farm developers and owners , Solar Energy > Annual maintenance contractors , Cogeneration > Complete plant solution providers , Cogeneration > Project developers , Cogeneration > Utility planners and organizations , Cogeneration > Consultants"
EVOPACK PVT. LTD.,http://www.evopack.in,assets/images/exhibitor-directory/1760510184_evopacklogo1760517745_1760510184_evopacklogo.png,"EVOPACK Presswood pallets are a type of pallet made from compressed wood fibers. They are environmentally friendly because they are made from recycled wood waste. These pallets are lightweight, durable, and cost-effective, making them a popular choice for shipping and storage purposes instead of normal wooden and plastic pallets. EVOPACK offers all types of pallets for solar industry, warehousing, exports etc. Key Feature: Space Saving | ISPM 15 compliant | Environmental friendly | Competitively priced | Waterproof | Lighter weight | Safe & reliable | Consistent supply. Weight bearing capacity: Dynamic - 2 Tons |  Static - 5 Tons",India,www.evopack.in,"Solar Energy > Manufacturers of cell and module encapsulation, crystal growth equipments, diffusion furnaces, laminators, mounting systems, concentrators, trackers and collectors , Solar Energy > Wire saws and consumables , Solar Energy > Silicon feedstock, ingot and wafer manufacturing , Solar Energy > Inverters, charge controllers, batteries and module connectors , Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments , Solar Energy > Screen-printing and metallization equipments , Solar Energy > Solar cells manufacturers , Solar Energy > Solar drying and desalination systems , Solar Energy > Solar water heating/cooling systems and solar pumps Testing, monitoring systems, project consultants, suppliers of building integrated photovoltaic (BIPV) and solar thermal engineering, Solar Energy > Suppliers of raw materials , Solar Energy > System integrators, assemblers and distributors , Solar Energy > Glass, substrates, coatings, resins, encapsulation materials, films, gasses , Solar Energy > Software solutions and providers of irradiation data , Solar Energy > Turnkey solution providers , Solar Energy > Solar farm developers and owners , Solar Energy > Annual maintenance contractors , Solar Energy > Emission monitoring systems , Solar Energy > Electrical test and measuring systems , Solar Energy > Solar street and billboard lighting systems, Wind Energy > Buyers and sellers of old WEGs , Wind Energy > Civil engineering surveyors and contractors , Wind Energy > Component repairers (other than OEMs) , Wind Energy > Consultants and certification agencies , Wind Energy > Electrical and electronics items manufacturers , Wind Energy > Freight forwarders , Wind Energy > Hydraulic and mechanical items manufacturers and suppliers , Wind Energy > Insurance companies, surveyors, valuers, Operations and maintenance providers, Wind Energy > Stand-alone small aero-generator manufacturers & Training providers  , Wind Energy > WEG erection contractors, spares, components,, Wind Energy > tools and lubricants manufacturers , Wind Energy > Wind electric generator (WEG) manufacturers , Wind Energy > Wind monitoring and analysis systems suppliers , Wind Energy > Assessment and forecasting service providers , Wind Energy > Wind-Solar hybrid power system integrators , Wind Energy > Wind farm owner, ENERGY EFFICIENCY > Energy efficient equipments for power generation, transmission and distribution , ENERGY EFFICIENCY > Industrial and decorative lighting equipment, luminaries, fixtures and accessories, ENERGY EFFICIENCY > Manufacturers of motors and pumps , ENERGY EFFICIENCY > Manufacturers of LED and charge controllers , ENERGY EFFICIENCY > Green information & communications technologies (ICT) , Bio Energy > Analytical instruments manufacturers and service providers , Bio Energy > Bio-diesel / bio-ethanol distributors or refining companies , Bio Energy > Bio-diesel dispensing and mixing equipment manufacturers , Bio Energy > Biomass heating and drying equipment manufacturers , Bio Energy > Bioreactor, boiler, turbine and turbo-generator manufacturers & consultants, Hydro Energy > Component manufacturers, Consultants and certification agencies , Hydro Energy > Digital simulator manufacturers , Hydro Energy > Electrical, mechanical and civil contractors , Hydro Energy > Manufacturers and suppliers of generators and control equipment manufacturers, Hydro Energy > Hydro turbine manufacturers , Hydro Energy > Mechanical and hydraulic items manufacturers and supplier , Hydro Energy > Performance testing equipment manufacturers , Cogeneration > Automation measuring and control systems , Cogeneration > Complete plant solution providers , Cogeneration > Project developers , Cogeneration > Financial institutions and investors, Cogeneration > Utility planners and organizations , Cogeneration > Equipment suppliers and service providers, Cogeneration > Consultants"
EXIDE SUNDAY SOLAR SOLUTIONS,http://solar.exideindustries.com,assets/images/exhibitor-directory/dummy.png,"The one-of-a-kind rooftop solar solution that covers everything from design to installation, in a hassle-free way. Exide offers the proficiency of industry experts with years of experience and modern technological skill set.",India,solar.exideindustries.com,"Solar Energy > Inverters, charge controllers, batteries and module connectors , Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments , Solar Energy > Solar water heating/cooling systems and solar pumps Testing, monitoring systems, project consultants, suppliers of building integrated photovoltaic (BIPV) and solar thermal engineering, Solar Energy > System integrators, assemblers and distributors , Solar Energy > Turnkey solution providers"
EXIMIUS NEW ENERGY PVT.LTD.,http://www.eximnewenergy.com,assets/images/exhibitor-directory/1758879545_eximiusnewenergylogo31758879899_1758879545_eximiusnewenergylogo3.jpg,"Eximius New Energy is a leading Indian manufacturer of high-performance Solar Encapsulation Films, including EVA, POE, and EPE films, tailored for photovoltaic (PV) module manufacturing and advanced solar technologies. We commit to sustainability and cutting-edge R&D to deliver world-class polymer solutions that empower the global clean energy transition.",India,www.eximnewenergy.com,"Solar Energy > Manufacturers of cell and module encapsulation, crystal growth equipments, diffusion furnaces, laminators, mounting systems, concentrators, trackers and collectors , Solar Energy > Suppliers of raw materials , Solar Energy > Glass, substrates, coatings, resins, encapsulation materials, films, gasses"
FABLAB SEMICONDUCTOR ENGINEERING SOLUTIONS PVT LTD,http://www.fablabindia.com,assets/images/exhibitor-directory/1759218834_fsespllogo1759218936_1759218834_fsespllogo.jpg,"TURNKEY CLEANROOMS, HVAC, UTILITY GASES, ULTRA PURE WATER END TO END TURNKEY SOLUTIONS FOR SOLAR, SEMICONDUCTOR, SPACE RESEARCH & SPECIAL APPLICATIONS INDUSTRIAL & INFRASTRUCTURE PROJECTS USING WORLD CLASS PRODUCTS FROM BOTH INTERNATIONAL OEMS & STATE OF THE ART DOMESTIC MANUFACTURING SETUPS. WE OFFER WORLD-CLASS 3D/BIM & OTHER CUTTING-EDGE SOFTWARES FOR AN ENGINEERING TURNKEY SOLUTIONS TO CLIENTS, HELPING THEM FROM START TO FINISH & POST COMMISSIONING IN SITE SERVICES",India,www.fablabindia.com,"Solar Energy > Manufacturers of cell and module encapsulation, crystal growth equipments, diffusion furnaces, laminators, mounting systems, concentrators, trackers and collectors , Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments , Solar Energy > Solar cells manufacturers , Solar Energy > Glass, substrates, coatings, resins, encapsulation materials, films, gasses , Solar Energy > Turnkey solution providers , Wind Energy > Electrical and electronics items manufacturers , Wind Energy > Insurance companies, surveyors, valuers, Operations and maintenance providers, Wind Energy > WEG erection contractors, spares, components,, ENERGY EFFICIENCY > Energy efficient equipments for power generation, transmission and distribution , ENERGY EFFICIENCY > Manufacturers of LED and charge controllers , ENERGY EFFICIENCY > Green information & communications technologies (ICT) , Bio Energy > Bio-diesel dispensing and mixing equipment manufacturers , Hydro Energy > Component manufacturers, Consultants and certification agencies , Hydro Energy > Manufacturers and suppliers of generators and control equipment manufacturers, Cogeneration > Automation measuring and control systems , Cogeneration > Complete plant solution providers , Cogeneration > Project developers , Cogeneration > Financial institutions and investors, Cogeneration > Utility planners and organizations , Cogeneration > Equipment suppliers and service providers, Cogeneration > Consultants"
FABTECH TECHNOLOGIES CLEANROOMS  LTD,http://fabtechcleanroom.com/,assets/images/exhibitor-directory/1759997318_ftcllogo1759997339_1759997318_ftcllogo.png,"Fabtech Technologies Cleanroom  Ltd. is an Indian firm specializing in end-to-end cleanroom solutions for both pharmaceutical and non-pharmaceutical industries. 
fabtechcleanroom.com
 Their offerings include modular cleanroom panels & doors, HVAC systems, and seamless epoxy flooring—designed to meet high standards of contaminant control. 
fabtechcleanroom.com
 They have completed over 2,000 projects across India, delivering turnkey cleanroom installations from design through execution",India,fabtechcleanroom.com/,"Solar Energy > Manufacturers of cell and module encapsulation, crystal growth equipments, diffusion furnaces, laminators, mounting systems, concentrators, trackers and collectors"
FASTO ADVANCE MATERIALS INDIA PRIVATE LIMITED,http://www.fastoadhesives.com,assets/images/exhibitor-directory/dummy.png,"Fasto is a specialty adhesive company, envisioned by group of adhesive technologists having decades of experience in the field of sealing & bonding. Fasto Adhesives is dedicated to provide highest quality of bonding & sealing solutions to Engineering & Automotive OEMs, Construction and General Manufacturing. Fasto Adhesives are manufactured under most stringent manufacturing and quality control process at ISO 9001 & ISO 14001 facility. Fasto adhesives & sealants for Solar , Instant Adhesive, Industrial Adhesive, Silicone Sealant, UV Cure Adhesive manufactures adhesives based on Acrylates, Silicones, Epoxies and many other chemistries. We believe in full customer satisfaction, zero defect products.",India,www.fastoadhesives.com,"other, MANUFACTURER OF ADHESIVES & SEALANTS"
Fatehpuria Transformers & Switchgears Pvt Ltd,http://www.fatehpuriatransformers.com,assets/images/exhibitor-directory/1759142626_ftslogo1759142676_1759142626_ftslogo.jpg,"Fatehpuria Transformers & Switchgears Pvt. Ltd.  is a distinguished name in the transformer industry, with over 40+ years of experience in delivering high-quality, reliable solutions. Our product range includes transformers from 5 KVA to 10 MVA, up to 33 KV Class, all designed and manufactured in accordance with the highest international standards and accompanied by various quality certifications. We currently service over 5,00,000 transformers worldwide.",India,www.fatehpuriatransformers.com,Solar Energy > Turnkey solution providers
Feston SEV Pvt Ltd,http://www.festonsev.com,assets/images/exhibitor-directory/1759470275_festonlogowhite-011759470320_1759470275_festonlogowhite-01.png,"FESTONSEV is an Elite Brand from INDIA, leading the charge in innovation in renewable energy revolution. Specializing in Manufacturing the cutting-edge technologies of solar inverters and related solutions, we empower homes and businesses to harness the limitless potential of solar power and committed to shaping a greener, more efficient world.
A Group is having an experience of 25+ Years in education, Automobile, Mfg, R&Detc, with the tremendous growth and achievements of 2500+Cr. Turnover, with a strong commitment to sustainability, innovation and customer satisfaction.
????????????????????????????????????????????????????????????????????????????????????????????????with ????????????????????????????????????????????????????????????????????????—????????????????????????????????????????????????????????????????????????????????????????????!!!",India,www.festonsev.com,"Solar Energy > Inverters, charge controllers, batteries and module connectors"
Fevino Industries LLP,http://www.fevino.com,assets/images/exhibitor-directory/1759119885_logoverticalfevinopng1759120807_1759119885_logoverticalfevinopng.png,"Fevino Industries LLP is a trusted manufacturer of advanced Solar Street Lights, Solar High Mast Lighting Systems, and Solar Power Solutions. With cutting-edge technology and a commitment to renewable energy, we deliver high-efficiency, durable, and eco-friendly lighting products designed for urban, rural, and industrial applications. Our solar street lights are engineered for superior illumination, low maintenance, and long service life, supporting sustainable infrastructure development.Fevino Industries LLP provides reliable solar solutions tailored to diverse customer needs, contributing to a greener future while ensuring cost-effective and energy-efficient lighting systems worldwide.",India,www.fevino.com,"ENERGY EFFICIENCY > Manufacturers of LED and charge controllers , other, solar street light , flood light , LED Flood lights , Lithium Batteries , Decorative poles & lights , smart  touch switches , solar high mast etc manufacturer"
FLANDERS INVESTMENT & TRADE,http://corporate.flandersinvestmentandtrade.com/en,assets/images/exhibitor-directory/1759220871_stateofthearthorizontalyellowfullversion1759221246_1759220871_stateofthearthorizontalyellowfullversion.jpg,"Flanders Investment & Trade is the official agency of the Government of Flanders-Belgium, promoting sustainable business and internationalization. We assist Flemish companies and industry organizations in accessing the Indian market and support Indian companies  setting up in Flanders. A global frontrunner in cleantech innovation, Flanders excels in energy, waste management, and mobility solutions. Belgium and Flanders rank #3 worldwide in cleantech IPOs, #4 in materials reuse and offshore wind energy in Europe, and #1 in recycling packaging waste and solar research. As Europe’s import hub for green molecules, we invite you to explore opportunities at Hall No. 15-R662.",India,corporate.flandersinvestmentandtrade.com/en,"Solar Energy > Wire saws and consumables , Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments , Solar Energy > Solar cells manufacturers , Wind Energy > Consultants and certification agencies , Wind Energy > Freight forwarders , Wind Energy > Hydraulic and mechanical items manufacturers and suppliers , Wind Energy > WEG erection contractors, spares, components,"
Fluke Technologies Pvt. Ltd,http://www.fluke.com/en-in,assets/images/exhibitor-directory/1759143713_flukelogo1759143861_1759143713_flukelogo.png,"Fluke is a global leader in manufacturing electronic test and measurement equipment, including industrial, medical, and network-related tools.",India,www.fluke.com/en-in,"Solar Energy > Electrical test and measuring systems , Hydro Energy > Performance testing equipment manufacturers"
FOUR-C-TRON,http://fourctron.co.in/,assets/images/exhibitor-directory/1758870718_fctnameandlogo1759130228_1758870718_fctnameandlogo.jpg,"Four-C-Tron  founded in 1989 has professional experts from Wafer, Solar Cells & Module production lines. We are the first to bring in Turnkey Cell & Module production line in India in mid 2000 from Spire Corporation, USA and built cleanroom for Semiconductor fab. The team has recently grown 12"" ingot for TOPCON and can offer turnkey ingot / wafer line including turnkey cleanroom for cell line.",India,fourctron.co.in/,"Solar Energy > Manufacturers of cell and module encapsulation, crystal growth equipments, diffusion furnaces, laminators, mounting systems, concentrators, trackers and collectors , Solar Energy > Silicon feedstock, ingot and wafer manufacturing , Solar Energy > Inverters, charge controllers, batteries and module connectors , Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments , Solar Energy > Screen-printing and metallization equipments , Solar Energy > Solar cells manufacturers , Solar Energy > Suppliers of raw materials , Solar Energy > System integrators, assemblers and distributors , Solar Energy > Glass, substrates, coatings, resins, encapsulation materials, films, gasses , Solar Energy > Turnkey solution providers , Solar Energy > Annual maintenance contractors , Solar Energy > Electrical test and measuring systems , ENERGY EFFICIENCY > Manufacturers of LED and charge controllers"
FOX ESS,http://www.fox-ess.com.cn/,assets/images/exhibitor-directory/dummy.png,"Founded in 2019, Fox ESS specializes in the R&D, production, and sales of energy storage inverters, battery systems, heat pumps, and EV chargers. The company provides advanced 
distributed energy and storage products, along with smart energy management solutions for residential, industrial, and commercial users.",China,www.fox-ess.com.cn/,"Solar Energy > Inverters, charge controllers, batteries and module connectors , Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments"
Fritz Paulmichl GmbH,http://www.paulmichl.de,assets/images/exhibitor-directory/1758780426_paulmichllogo1760110336_1758780426_paulmichllogo.png,"Paulmichl GmbH – Efficient agitators & stationary separators Paulmichl, a family-owned company from the Allgäu, Germany, has stood for quality and innovation for more than 100 years. Our robust, energy-efficient agitators ensure reliable mixing, long service life, and operational safety even under challenging conditions with varying fill levels. Stationary separators provide dependable solid–liquid separation, adaptable to diverse plant sizes and requirements. With decades of experience and a broad product portfolio, we deliver customized solutions that unite durability, ease of use, and efficiency. Trusted in biogas and slurry technology worldwide, our products consistently prove their value, combining sustainability with advanced engineering.",India,www.paulmichl.de,"ENERGY EFFICIENCY > Manufacturers of motors and pumps , other, Components for biogas plants, manure technology, Separation technology"
Frontier Energies,http://www.frontierenergies.com,assets/images/exhibitor-directory/1759839362_logo-final-curved-no-taglinepage-00011759839655_1759839362_logo-final-curved-no-taglinepage-0001.jpg,"rontier Energies is a leading solar module manufacturer driving India’s clean energy transition. With a fully automated 1.8 GW production facility and an upcoming 2.4 GW expansion, we are rapidly scaling to a total capacity of 6.4 GW by 2027. Founded with a vision to power the world through innovation and sustainability, Frontier Energies has achieved key milestones—from laying its foundation in 2024 to becoming an emerging solar powerhouse by 2027. Our commitment to quality, advanced photovoltaic technologies, and AI-driven manufacturing ensures world-class solar solutions that embody the spirit of “Make in India, Power the World.”",India,www.frontierenergies.com,other
FS Green Energies Private Limited,http://www.futuresolar.net/,assets/images/exhibitor-directory/dummy.png,"Future Solar is one of India’s fastest-growing solar module manufacturers, part of the Samanvay Group. With a state-of-the-art, fully automated plant at Karjan, Vadodara, Future Solar is scaling up to 4.8 GW of module and 2.4 GW of cell manufacturing capacity. Our portfolio includes high-efficiency N-Type TOPCon modules (M10R & G12R), delivering up to 680 Wp with superior real-world performance. Backed by advanced R&D, rigorous in-house testing, and world-class certifications, we ensure reliability, scalability, and sustainability. With PAN-India presence and global outlook, Future Solar is committed to powering a greener tomorrow — Make in India, Made for the World.",Iran,www.futuresolar.net/,"Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments"
FUJIYAMA POWER SYSTEMS LIMITED,http://www.upsinverter.com,assets/images/exhibitor-directory/dummy.png,"UTL is one of the leading brand in power back-up and power generation in India. UTL offers wide range of quality products, has 4 manufacturing units, strong network of distributors and dealers across the globe and highly motivated workforce.


We are offering excellent R and D services through the team of more than 80 R and D professionals and exporting R and D services and UL Certified products to various countries including USA.

 As the company values long term relationship, our stakeholders and even customers have very long association with UTL.",India,www.upsinverter.com,"other, Manufacturers of inverter, Battery, Solar Panel, and Lithium battery"
Galo Solar Pvt.Ltd,http://www.galosolar.com/,assets/images/exhibitor-directory/1760084443_galosolorlogo1760085145_1760084443_galosolorlogo.png,"Galo Solar Pvt. Ltd. provides reliable and affordable solar energy solutions for homes, businesses, and industries across India. We specialise in rooftop and ground-mounted solar systems with complete design, installation, and maintenance services.",India,www.galosolar.com/,"Solar Energy > System integrators, assemblers and distributors , Solar Energy > Turnkey solution providers"
GameChange Solar India,http://www.gamechangesolar.com,assets/images/exhibitor-directory/dummy.png,"GameChange Solar is one of the top three global providers of solar tracker solutions used in utility-scale and ground-mounted distributed generation solar projects around the world. We have delivered over 48 GW of solar tracker and fixed tilt systems that combine fast installation, bankable quality, and unbeatable value through superior engineering, innovative design, and high-volume manufacturing. Our products enable solar panels at power plants to follow the sun's movement across the sky, optimizing plant performance while protecting the array from damaging weather conditions. For more information, visit www.gamechangesolar.com",India,www.gamechangesolar.com,"Solar Energy > Manufacturers of cell and module encapsulation, crystal growth equipments, diffusion furnaces, laminators, mounting systems, concentrators, trackers and collectors , Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments , ENERGY EFFICIENCY > Energy efficient equipments for power generation, transmission and distribution , other, Medium Voltage Transformers"
GANESH GREEN BHARAT LIMITED,http://www.ganeshgreen.com,assets/images/exhibitor-directory/1759214332_untitleddesign1759215429_1759214332_untitleddesign.jpg,"Established in 1998 as a proprietary concern, Ganesh Green Bharat Limited has grown into a listed company headquartered in Ahmedabad, Gujarat, under the visionary leadership of Mr. Ketan Patel. Beginning as a submersible and tube well repair service, the company has evolved into an advanced solar panel manufacturer, driving renewable energy adoption in rural and agricultural sectors. Certified with ISO 14001:2015, ISO 9001:2013, and ISO 45001:2018, and recognized as a prestigious ‘Class A’ Electrical Contractor, Ganesh Green Bharat takes pride in its commitment to sustainability. With innovation and responsibility, the company continues shaping a greener, energy-secure future for India.",India,www.ganeshgreen.com,"Solar Energy > Manufacturers of cell and module encapsulation, crystal growth equipments, diffusion furnaces, laminators, mounting systems, concentrators, trackers and collectors"
Gautam Solar Pvt. Ltd.,http://www.gautamsolar.com/,assets/images/exhibitor-directory/dummy.png,"Gautam Solar, a leading Indian solar module manufacturer with 28+ years of industry expertise, operates multiple state-of-the-art manufacturing units across the country and has its corporate office in New Delhi. The company has strong financial credibility, holding a CRISIL A-/Stable long-term rating and a CRISIL A2+ short-term rating, underscoring its reliability and bankability. With a current solar module capacity of 3.2 GWp, Gautam Solar aims to scale up to 5 GWp by FY2025-26. Known for innovation, patents, and advanced technology, its modules are produced using world-class first-hand machines, ensuring superior performance and long-term sustainability.",India,www.gautamsolar.com/,"Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments , Solar Energy > Solar cells manufacturers"
Gautam Solar Pvt. Ltd.,http://www.gautamsolar.com/,assets/images/exhibitor-directory/dummy.png,"Gautam Solar, a leading Indian solar module manufacturer with 28+ years of industry expertise, operates multiple state-of-the-art manufacturing units across the country and has its corporate office in New Delhi. The company has strong financial credibility, holding a CRISIL A-/Stable long-term rating and a CRISIL A2+ short-term rating, underscoring its reliability and bankability. With a current solar module capacity of 3.2 GWp, Gautam Solar aims to scale up to 5 GWp by FY2025-26. Known for innovation, patents, and advanced technology, its modules are produced using world-class first-hand machines, ensuring superior performance and long-term sustainability.",India,www.gautamsolar.com/,"Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments , Solar Energy > Solar cells manufacturers"
Gayatri International (Stackfine),http://www.stackfine.com,assets/images/exhibitor-directory/dummy.png,"Gayatri International is a trusted manufacturer of Nylon and Stainless Steel cable ties under the ""Stackfine"" and ""EasyTie"" brands. Our UV-resistant Nylon cable ties, engineered for outdoor and solar installations, ensure exceptional durability against UV rays, high temperatures, and harsh weather, making them ideal for renewable energy projects. Alongside, we offer Stainless Steel cable ties in SS304 and SS316 grades, available in both coated and uncoated options, providing secure fastening in extreme and corrosive environments. With a strong focus on quality, durability, and innovation, Gayatri delivers reliable wiring accessory solutions trusted by industries worldwide.",India,www.stackfine.com,"Solar Energy > Suppliers of raw materials , Solar Energy > System integrators, assemblers and distributors , Wind Energy > Electrical and electronics items manufacturers , Hydro Energy > Component manufacturers, Consultants and certification agencies , other, Cable wiring accessories, cable management solutions"
GB Solar,http://gb.solar,assets/images/exhibitor-directory/1759637288_gblogonew1759637349_1759637288_gblogonew.jpg,"GB Solar is a premier solar panel manufacturing company dedicated to accelerating the global transition to clean and sustainable energy. We are strategically positioned to meet the growing demand for high-quality, reliable, and efficient solar solutions in India and across the globe. 
Our state-of-the-art manufacturing facility is at the forefront of photovoltaic technology, producing a diverse range of solar panels engineered for residential, commercial, and utility-scale applications. ​
At GB Solar, our mission is to empower a brighter, more sustainable future by manufacturing innovative and cost-effective solar energy solutions.",India,gb.solar,"Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments , Solar Energy > Solar cells manufacturers"
"GenTech International Trading Co., Limited",http://www.gentechindustries.com/en,assets/images/exhibitor-directory/1759194306_gentechlogoai.1759194932_1759194306_gentechlogoai..jpg,"GenTech provides customers in IC, flat panel display, solar PV, LED,fiber optics and bio-pharmaceutical industries with systems, materials as well as services closely related to their advanced manufacturing processes.",中国,www.gentechindustries.com/en,"Solar Energy > Suppliers of raw materials , Solar Energy > System integrators, assemblers and distributors"
GenXPV India Private Limited,http://www.genxpv.com,assets/images/exhibitor-directory/dummy.png,Genx PV is an India's leading PV Junction Box and Connector Manufacturer with 30 GW Fully automatic manufacturing facility with a plan to expand to 50 GW by 2026 with a focus on Backward integration and Diversification in component manufacturing. Genx PV's business foundation is based on Quality and Reliable Products with a vision to develop complete component manufacturing ecosystem for PV Module manufacturers in line with Make in India initiative. Genx PV has proudly deployed more than 10+ GW High performing PV Junction Boxes with zero defect. Our satisfied customers are our strength and continuing to achieve the larger.,India,www.genxpv.com,"Solar Energy > Photovoltaic (PV) modules, hybrid systems, materials and equipments , Solar Energy > Suppliers of raw materials"
German Solar Association (BSW-Solar),http://www.solarwirtschaft.de/en/home/,assets/images/exhibitor-directory/1759231562_bsw-logomitrand1759231877_1759231562_bsw-logomitrand.jpg,"The German Solar Association (BSW-Solar) acts as a “tugboat”, “pilot” and “icebreaker” for Germany’s energy transition. Through targeted policy advice, it helps shape the political framework for the solar market’s growth. BSW-Solar promotes a positive industry image via media work, campaigns, and information services, while serving as a gateway to the German market and its member companies for business and employment. With around 40 international partnerships, it also supports projects that foster solar investments, financing, and proven business models.",Germany,www.solarwirtschaft.de/en/home/,"other, Industry Association"
GERMANY - FEDERAL MINISTRY FOR ECONOMIC AFFAIRS AND ENERGY,http://www.bundeswirtschaftsministerium.de/Navigation/DE/Home/home.html,assets/images/exhibitor-directory/dummy.png,"Germany participates with a “German Pavilion” offering a professional brokerage service to help to establish contacts with German companies and comprehensive information on Germany as an important business location.
The German presentation is sponsored by the Federal Ministry for Economic Affairs and Energy in cooperation with AUMA-Association of the German Trade Fair Industry. The German presentation is supported by German Energy Solutions Initiative.",Germany,www.bundeswirtschaftsministerium.de/Navigation/DE/Home/home.html,"other, Government"
