State,Date,Year,Month,CPI_Rural,CPI_Urban,CPI_Combined,Inflation_Rural,Inflation_Urban,Inflation_Combined
Chhattisgarh,2022-03-01,2022,3,173.41,182.87,178.14,6.52,8.63,7.58
Chhattisgarh,2022-04-01,2022,4,174.34,183.54,178.94,6.84,8.75,7.79
Chhattisgarh,2022-05-01,2022,5,175.23,183.2,179.22,7.12,8.27,7.69
Chhattisgarh,2022-06-01,2022,6,176.93,182.76,179.84,7.9,7.73,7.81
Chhattisgarh,2022-07-01,2022,7,179.21,184.3,181.75,9.03,8.36,8.69
Chhattisgarh,2022-08-01,2022,8,178.29,184.27,181.28,8.21,8.07,8.14
Chhattisgarh,2022-09-01,2022,9,177.66,184.91,181.28,7.57,8.16,7.86
Chhattisgarh,2022-10-01,2022,10,177.39,185.4,181.4,7.15,8.18,7.66
Chhattisgarh,2022-11-01,2022,11,177.94,188.53,183.24,7.23,9.73,8.48
Chhattisgarh,2022-12-01,2022,12,177.3,190.99,184.15,6.58,10.88,8.73
Chhattisgarh,2023-01-01,2023,1,179.02,186.84,182.93,7.36,8.2,7.78
Chhattisgarh,2023-02-01,2023,2,179.28,187.04,183.16,7.26,8.04,7.65
Chhattisgarh,2023-03-01,2023,3,179.26,187.73,183.5,7.0,8.17,7.59
Chhattisgarh,2023-04-01,2023,4,179.77,187.56,183.66,7.05,7.8,7.42
Chhattisgarh,2023-05-01,2023,5,180.28,187.91,184.09,7.1,7.73,7.42
Chhattisgarh,2023-06-01,2023,6,182.83,189.37,186.1,8.37,8.3,8.33
Chhattisgarh,2023-07-01,2023,7,176.2,179.53,177.86,4.19,2.41,3.3
Chhattisgarh,2023-08-01,2023,8,176.74,181.63,179.18,4.27,3.35,3.81
Chhattisgarh,2023-09-01,2023,9,173.34,180.82,177.08,2.02,2.64,2.33
Chhattisgarh,2023-10-01,2023,10,174.67,180.7,177.69,2.57,2.32,2.45
Chhattisgarh,2023-11-01,2023,11,175.25,185.42,180.34,2.67,4.74,3.7
Chhattisgarh,2023-12-01,2023,12,175.97,186.54,181.26,2.86,5.11,3.98
Chhattisgarh,2024-01-01,2024,1,176.32,182.49,179.4,2.82,2.58,2.7
Chhattisgarh,2024-02-01,2024,2,176.75,183.23,179.99,2.84,2.74,2.79
Chhattisgarh,2024-03-01,2024,3,176.9,182.9,179.9,2.69,2.31,2.5
Chhattisgarh,2024-04-01,2024,4,177.52,183.85,180.69,2.81,2.59,2.7
Chhattisgarh,2024-05-01,2024,5,177.52,185.46,181.49,2.58,3.24,2.91
Chhattisgarh,2024-06-01,2024,6,181.29,186.36,183.83,4.52,3.49,4.0
Chhattisgarh,2024-07-01,2024,7,181.08,184.93,183.0,4.16,2.45,3.3
Chhattisgarh,2024-08-01,2024,8,181.25,184.87,183.06,4.02,2.17,3.1
Chhattisgarh,2024-09-01,2024,9,179.11,186.76,182.94,2.56,2.97,2.76
Chhattisgarh,2024-10-01,2024,10,178.98,187.05,183.01,2.25,2.88,2.57
Chhattisgarh,2024-11-01,2024,11,180.91,191.35,186.13,3.12,4.99,4.06
Chhattisgarh,2024-12-01,2024,12,180.6,191.97,186.29,2.72,5.08,3.9
Chhattisgarh,2025-01-01,2025,1,179.86,188.23,184.04,2.06,2.79,2.43
Chhattisgarh,2025-02-01,2025,2,182.51,188.92,185.72,3.34,2.93,3.13
Chhattisgarh,2025-03-01,2025,3,180.74,188.79,184.77,2.11,2.61,2.36
Chhattisgarh,2025-04-01,2025,4,180.06,189.12,184.59,1.5,2.55,2.02
Chhattisgarh,2025-05-01,2025,5,183.34,188.83,186.09,3.11,2.15,2.63
Chhattisgarh,2025-06-01,2025,6,185.22,190.06,187.64,3.94,2.57,3.26
Chhattisgarh,2025-07-01,2025,7,185.76,191.77,188.76,4.01,3.25,3.63
Chhattisgarh,2025-08-01,2025,8,187.2,192.42,189.81,4.59,3.36,3.98
Chhattisgarh,2025-09-01,2025,9,183.86,191.26,187.56,2.5,2.5,2.5
Chhattisgarh,2025-10-01,2025,10,183.29,192.55,187.92,1.95,2.95,2.45
Chhattisgarh,2025-11-01,2025,11,184.68,197.77,191.23,2.5,5.5,4.0
Chhattisgarh,2025-12-01,2025,12,186.13,196.24,191.18,3.08,4.44,3.76
Chhattisgarh,2026-01-01,2026,1,184.65,193.71,189.18,2.04,2.85,2.45
Goa,2020-01-01,2020,1,156.6,160.44,158.52,5.38,3.4,4.39
Goa,2020-02-01,2020,2,157.45,162.6,160.03,3.71,6.17,4.94
Goa,2020-03-01,2020,3,151.2,156.36,153.78,6.6,5.07,5.83
Goa,2020-04-01,2020,4,154.1,157.09,155.59,3.25,3.2,3.23
Goa,2020-05-01,2020,5,153.7,156.94,155.32,6.04,5.36,5.7
Goa,2020-06-01,2020,6,156.16,157.51,156.84,4.77,6.72,5.74
Goa,2020-07-01,2020,7,161.18,163.51,162.34,4.27,6.75,5.51
Goa,2020-08-01,2020,8,161.87,163.87,162.87,3.73,3.88,3.8
Goa,2020-09-01,2020,9,159.84,163.94,161.89,3.33,6.39,4.86
Goa,2020-10-01,2020,10,159.52,165.71,162.61,3.83,5.47,4.65
Goa,2020-11-01,2020,11,163.35,174.02,168.68,6.07,3.25,4.66
Goa,2020-12-01,2020,12,163.6,174.39,169.0,4.23,5.75,4.99
Goa,2021-01-01,2021,1,163.82,171.28,167.55,4.64,6.03,5.34
Goa,2021-02-01,2021,2,160.47,167.2,163.84,2.29,3.26,2.77
Goa,2021-03-01,2021,3,161.19,166.29,163.74,2.53,2.47,2.5
Goa,2021-04-01,2021,4,161.1,166.8,163.95,2.25,2.54,2.4
Goa,2021-05-01,2021,5,162.43,165.9,164.17,2.88,1.76,2.32
Goa,2021-06-01,2021,6,165.2,167.5,166.35,4.41,2.51,3.46
Goa,2021-07-01,2021,7,165.14,169.6,167.37,4.14,3.56,3.85
Goa,2021-08-01,2021,8,165.33,168.6,166.97,4.05,2.72,3.38
Goa,2021-09-01,2021,9,162.56,169.3,165.93,2.09,2.91,2.5
Goa,2021-10-01,2021,10,163.73,169.35,166.54,2.6,2.71,2.66
Goa,2021-11-01,2021,11,163.32,173.5,168.41,2.13,4.99,3.56
Goa,2021-12-01,2021,12,163.14,173.69,168.41,1.8,4.87,3.34
Goa,2022-01-01,2022,1,166.49,170.47,168.48,3.68,2.7,3.19
Goa,2022-02-01,2022,2,163.47,169.78,166.62,1.58,2.05,1.82
Goa,2022-03-01,2022,3,172.67,179.41,176.04,7.07,7.61,7.34
Goa,2022-04-01,2022,4,171.6,180.7,176.15,6.19,8.14,7.17
Goa,2022-05-01,2022,5,173.83,180.14,176.99,7.35,7.57,7.46
Goa,2022-06-01,2022,6,174.61,182.55,178.58,7.6,8.77,8.18
Goa,2022-07-01,2022,7,175.81,180.76,178.28,8.12,7.46,7.79
Goa,2022-08-01,2022,8,175.11,181.81,178.46,7.47,7.85,7.66
Goa,2022-09-01,2022,9,172.99,182.04,177.51,5.94,7.75,6.85
Goa,2022-10-01,2022,10,175.04,183.97,179.5,6.98,8.65,7.81
Goa,2022-11-01,2022,11,174.17,187.26,180.71,6.23,10.35,8.29
Goa,2022-12-01,2022,12,174.91,186.81,180.86,6.46,9.84,8.15
Goa,2023-01-01,2023,1,174.38,183.76,179.07,5.92,7.82,6.87
Goa,2023-02-01,2023,2,175.27,183.5,179.38,6.25,7.43,6.84
Goa,2023-03-01,2023,3,178.21,185.43,181.82,7.81,8.33,8.07
Goa,2023-04-01,2023,4,177.53,186.08,181.8,7.18,8.47,7.83
Goa,2023-05-01,2023,5,177.65,185.53,181.59,7.04,7.92,7.48
Goa,2023-06-01,2023,6,178.48,185.37,181.93,7.32,7.6,7.46
Goa,2023-07-01,2023,7,174.44,178.0,176.22,4.67,3.09,3.88
Goa,2023-08-01,2023,8,174.2,177.52,175.86,4.32,2.6,3.46
Goa,2023-09-01,2023,9,169.09,177.14,173.11,1.05,2.16,1.61
Goa,2023-10-01,2023,10,171.06,178.09,174.57,2.03,2.49,2.26
Goa,2023-11-01,2023,11,173.91,183.65,178.78,3.52,5.46,4.49
Goa,2023-12-01,2023,12,172.74,182.31,177.53,2.62,4.47,3.55
Goa,2024-01-01,2024,1,173.76,179.26,176.51,3.02,2.5,2.76
Goa,2024-02-01,2024,2,174.44,178.8,176.62,3.22,2.03,2.62
Goa,2024-03-01,2024,3,174.0,179.9,176.95,2.75,2.44,2.6
Goa,2024-04-01,2024,4,173.44,180.16,176.8,2.21,2.37,2.29
Goa,2024-05-01,2024,5,173.69,181.97,177.83,2.16,3.18,2.67
Goa,2024-06-01,2024,6,177.46,181.31,179.39,4.17,2.59,3.38
Goa,2024-07-01,2024,7,177.9,181.67,179.79,4.23,2.58,3.4
Goa,2024-08-01,2024,8,179.47,182.16,180.82,4.94,2.64,3.79
Goa,2024-09-01,2024,9,174.13,181.4,177.76,1.61,2.0,1.81
Goa,2024-10-01,2024,10,174.59,182.99,178.79,1.69,2.68,2.18
Goa,2024-11-01,2024,11,175.36,185.28,180.32,1.93,3.75,2.84
Goa,2024-12-01,2024,12,176.42,187.48,181.95,2.35,4.76,3.56
Goa,2025-01-01,2025,1,175.08,182.7,178.89,1.38,1.88,1.63
Goa,2025-02-01,2025,2,176.56,183.43,179.99,2.03,2.08,2.05
Goa,2025-03-01,2025,3,177.07,184.24,180.65,2.12,2.32,2.22
Goa,2025-04-01,2025,4,178.54,184.66,181.6,2.78,2.34,2.56
Goa,2025-05-01,2025,5,178.94,186.74,182.84,2.81,3.28,3.04
Goa,2025-06-01,2025,6,180.71,184.38,182.55,3.63,1.77,2.7
Goa,2025-07-01,2025,7,182.17,186.49,184.33,4.26,2.72,3.49
Goa,2025-08-01,2025,8,181.77,185.64,183.7,3.83,2.04,2.94
Goa,2025-09-01,2025,9,178.99,187.72,183.35,2.04,2.98,2.51
Goa,2025-10-01,2025,10,178.11,187.13,182.62,1.35,2.45,1.9
Goa,2025-11-01,2025,11,179.63,191.52,185.58,2.02,4.64,3.33
Goa,2025-12-01,2025,12,180.48,191.1,185.79,2.31,4.2,3.25
Goa,2026-01-01,2026,1,180.35,187.41,183.88,2.04,1.98,2.01
Gujarat,2020-01-01,2020,1,146.24,150.81,148.52,4.11,5.34,4.73
Gujarat,2020-02-01,2020,2,144.96,150.07,147.51,3.53,3.58,3.56
Gujarat,2020-03-01,2020,3,141.72,144.83,143.27,6.22,3.42,4.82
Gujarat,2020-04-01,2020,4,142.44,145.61,144.02,4.62,3.66,4.14
Gujarat,2020-05-01,2020,5,143.63,147.66,145.65,4.07,3.22,3.65
Gujarat,2020-06-01,2020,6,145.07,145.79,145.43,3.6,5.0,4.3
Gujarat,2020-07-01,2020,7,151.17,152.79,151.98,6.22,3.11,4.66
Gujarat,2020-08-01,2020,8,149.74,152.11,150.93,4.25,5.93,5.09
Gujarat,2020-09-01,2020,9,147.94,152.74,150.34,5.76,5.99,5.88
Gujarat,2020-10-01,2020,10,149.07,151.89,150.48,6.2,4.92,5.56
Gujarat,2020-11-01,2020,11,152.64,163.75,158.2,3.86,3.5,3.68
Gujarat,2020-12-01,2020,12,152.48,163.3,157.89,4.0,6.62,5.31
Gujarat,2021-01-01,2021,1,151.98,160.13,156.05,4.61,6.55,5.58
Gujarat,2021-02-01,2021,2,149.8,156.4,153.1,2.83,3.77,3.3
Gujarat,2021-03-01,2021,3,151.03,158.23,154.63,3.39,4.68,4.04
Gujarat,2021-04-01,2021,4,153.94,155.8,154.87,5.1,2.78,3.94
Gujarat,2021-05-01,2021,5,152.0,157.07,154.53,3.49,3.31,3.4
Gujarat,2021-06-01,2021,6,154.08,156.42,155.25,4.62,2.59,3.61
Gujarat,2021-07-01,2021,7,154.12,159.18,156.65,4.37,4.1,4.23
Gujarat,2021-08-01,2021,8,153.02,157.92,155.47,3.34,2.98,3.16
Gujarat,2021-09-01,2021,9,152.69,158.57,155.63,2.85,3.12,2.98
Gujarat,2021-10-01,2021,10,154.61,160.6,157.61,3.86,4.14,4.0
Gujarat,2021-11-01,2021,11,151.98,163.17,157.57,1.82,5.51,3.66
Gujarat,2021-12-01,2021,12,155.67,163.57,159.62,4.02,5.46,4.74
Gujarat,2022-01-01,2022,1,152.82,160.44,156.63,1.84,3.15,2.5
Gujarat,2022-02-01,2022,2,154.95,163.49,159.22,2.99,4.82,3.91
Gujarat,2022-03-01,2022,3,161.18,168.74,164.96,6.85,7.88,7.37
Gujarat,2022-04-01,2022,4,160.63,170.7,165.67,6.2,8.84,7.52
Gujarat,2022-05-01,2022,5,161.43,170.63,166.03,6.45,8.49,7.47
Gujarat,2022-06-01,2022,6,163.72,170.69,167.21,7.68,8.23,7.95
Gujarat,2022-07-01,2022,7,166.13,171.61,168.87,8.98,8.51,8.74
Gujarat,2022-08-01,2022,8,166.49,170.94,168.72,8.93,7.78,8.36
Gujarat,2022-09-01,2022,9,163.96,171.13,167.55,7.0,7.61,7.3
Gujarat,2022-10-01,2022,10,164.15,172.33,168.24,6.84,8.07,7.46
Gujarat,2022-11-01,2022,11,163.94,176.81,170.38,6.43,10.57,8.5
Gujarat,2022-12-01,2022,12,165.09,178.1,171.59,6.9,11.07,8.99
Gujarat,2023-01-01,2023,1,165.31,173.97,169.64,6.77,8.2,7.48
Gujarat,2023-02-01,2023,2,166.09,171.93,169.01,7.0,6.64,6.82
Gujarat,2023-03-01,2023,3,167.56,176.82,172.19,7.67,9.38,8.52
Gujarat,2023-04-01,2023,4,167.35,175.77,171.56,7.26,8.43,7.85
Gujarat,2023-05-01,2023,5,168.69,177.05,172.87,7.84,8.93,8.39
Gujarat,2023-06-01,2023,6,168.69,175.03,171.86,7.57,7.4,7.48
Gujarat,2023-07-01,2023,7,163.09,167.56,165.32,3.73,2.54,3.14
Gujarat,2023-08-01,2023,8,163.96,168.9,166.43,4.03,3.09,3.56
Gujarat,2023-09-01,2023,9,160.84,170.02,165.43,1.79,3.49,2.64
Gujarat,2023-10-01,2023,10,161.39,168.46,164.93,1.88,2.27,2.08
Gujarat,2023-11-01,2023,11,162.47,173.98,168.22,2.31,5.34,3.82
Gujarat,2023-12-01,2023,12,167.79,174.62,171.2,5.39,5.45,5.42
Gujarat,2024-01-01,2024,1,164.65,170.38,167.51,3.16,2.61,2.89
Gujarat,2024-02-01,2024,2,160.89,172.02,166.45,0.56,3.33,1.94
Gujarat,2024-03-01,2024,3,164.19,170.95,167.57,2.36,2.42,2.39
Gujarat,2024-04-01,2024,4,164.77,172.51,168.64,2.47,3.09,2.78
Gujarat,2024-05-01,2024,5,165.59,175.29,170.44,2.72,4.47,3.6
Gujarat,2024-06-01,2024,6,170.12,173.32,171.72,5.28,3.03,4.15
Gujarat,2024-07-01,2024,7,169.65,172.63,171.14,4.73,2.35,3.54
Gujarat,2024-08-01,2024,8,169.08,173.71,171.4,4.12,2.73,3.42
Gujarat,2024-09-01,2024,9,166.01,175.35,170.68,1.98,3.43,2.7
Gujarat,2024-10-01,2024,10,167.66,176.74,172.2,2.74,3.98,3.36
Gujarat,2024-11-01,2024,11,167.04,178.36,172.7,2.11,4.66,3.39
Gujarat,2024-12-01,2024,12,166.47,181.06,173.77,1.52,5.98,3.75
Gujarat,2025-01-01,2025,1,168.65,175.82,172.24,2.6,2.65,2.62
Gujarat,2025-02-01,2025,2,168.71,176.63,172.67,2.39,2.86,2.62
Gujarat,2025-03-01,2025,3,169.15,177.61,173.38,2.41,3.17,2.79
Gujarat,2025-04-01,2025,4,170.39,175.9,173.14,2.91,1.91,2.41
Gujarat,2025-05-01,2025,5,172.22,177.33,174.78,3.77,2.48,3.12
Gujarat,2025-06-01,2025,6,174.56,177.59,176.07,4.92,2.37,3.65
Gujarat,2025-07-01,2025,7,172.87,179.32,176.09,3.66,3.11,3.38
Gujarat,2025-08-01,2025,8,172.38,178.6,175.49,3.12,2.44,2.78
Gujarat,2025-09-01,2025,9,171.22,180.22,175.72,2.18,3.11,2.64
Gujarat,2025-10-01,2025,10,172.95,181.38,177.16,2.97,3.51,3.24
Gujarat,2025-11-01,2025,11,171.22,184.02,177.62,1.7,4.76,3.23
Gujarat,2025-12-01,2025,12,173.74,184.84,179.29,2.95,4.96,3.96
Gujarat,2026-01-01,2026,1,174.39,181.4,177.89,3.09,2.75,2.92
Haryana,2020-01-01,2020,1,154.87,159.9,157.39,3.76,6.62,5.19
Haryana,2020-02-01,2020,2,154.76,159.42,157.09,4.78,5.42,5.1
Haryana,2020-03-01,2020,3,149.83,153.83,151.83,6.31,3.31,4.81
Haryana,2020-04-01,2020,4,151.47,152.69,152.08,6.42,4.75,5.58
Haryana,2020-05-01,2020,5,149.22,154.04,151.63,3.06,5.76,4.41
Haryana,2020-06-01,2020,6,154.18,154.48,154.33,5.16,5.42,5.29
Haryana,2020-07-01,2020,7,156.73,162.44,159.58,5.57,3.9,4.74
Haryana,2020-08-01,2020,8,160.76,161.28,161.02,6.42,6.72,6.57
Haryana,2020-09-01,2020,9,158.09,163.69,160.89,5.31,4.05,4.68
Haryana,2020-10-01,2020,10,157.36,162.01,159.69,4.76,5.09,4.93
Haryana,2020-11-01,2020,11,160.72,172.19,166.46,6.77,4.62,5.7
Haryana,2020-12-01,2020,12,159.91,173.42,166.67,4.19,6.08,5.13
Haryana,2021-01-01,2021,1,163.82,171.27,167.54,6.79,8.12,7.45
Haryana,2021-02-01,2021,2,161.98,166.53,164.26,5.21,4.73,4.97
Haryana,2021-03-01,2021,3,161.13,165.93,163.53,4.29,3.96,4.12
Haryana,2021-04-01,2021,4,164.23,167.09,165.66,5.92,4.29,5.1
Haryana,2021-05-01,2021,5,162.8,167.27,165.03,4.62,4.01,4.31
Haryana,2021-06-01,2021,6,165.54,168.25,166.89,6.01,4.22,5.11
Haryana,2021-07-01,2021,7,165.68,168.45,167.07,5.72,3.96,4.84
Haryana,2021-08-01,2021,8,167.34,170.13,168.73,6.41,4.6,5.51
Haryana,2021-09-01,2021,9,165.66,170.69,168.17,4.98,4.56,4.77
Haryana,2021-10-01,2021,10,162.22,174.32,168.27,2.44,6.39,4.42
Haryana,2021-11-01,2021,11,164.64,176.35,170.49,3.61,7.23,5.42
Haryana,2021-12-01,2021,12,165.35,176.93,171.14,3.7,7.19,5.44
Haryana,2022-01-01,2022,1,165.88,171.64,168.76,3.67,3.61,3.64
Haryana,2022-02-01,2022,2,168.21,173.86,171.03,4.76,4.56,4.66
Haryana,2022-03-01,2022,3,174.74,184.51,179.62,8.46,10.57,9.51
Haryana,2022-04-01,2022,4,176.17,184.89,180.53,8.98,10.4,9.69
Haryana,2022-05-01,2022,5,175.25,185.23,180.24,8.04,10.2,9.12
Haryana,2022-06-01,2022,6,177.3,186.66,181.98,8.94,10.65,9.8
Haryana,2022-07-01,2022,7,181.24,186.01,183.63,10.98,9.87,10.43
Haryana,2022-08-01,2022,8,176.63,186.48,181.56,7.8,9.76,8.78
Haryana,2022-09-01,2022,9,178.92,186.11,182.51,8.83,9.15,8.99
Haryana,2022-10-01,2022,10,180.4,186.9,183.65,9.36,9.23,9.29
Haryana,2022-11-01,2022,11,178.77,191.94,185.36,8.01,11.78,9.9
Haryana,2022-12-01,2022,12,178.66,191.38,185.02,7.59,11.06,9.33
Haryana,2023-01-01,2023,1,181.4,190.72,186.06,8.88,10.29,9.58
Haryana,2023-02-01,2023,2,182.74,191.45,187.1,9.32,10.33,9.83
Haryana,2023-03-01,2023,3,181.68,189.44,185.56,8.33,8.79,8.56
Haryana,2023-04-01,2023,4,180.94,191.89,186.42,7.54,9.82,8.68
Haryana,2023-05-01,2023,5,183.77,193.08,188.42,8.86,10.11,9.49
Haryana,2023-06-01,2023,6,185.65,192.97,189.31,9.62,9.67,9.65
Haryana,2023-07-01,2023,7,176.07,184.46,180.26,3.63,4.48,4.05
Haryana,2023-08-01,2023,8,178.4,183.76,181.08,4.66,3.73,4.19
Haryana,2023-09-01,2023,9,178.53,185.77,182.15,4.4,4.5,4.45
Haryana,2023-10-01,2023,10,178.52,185.02,181.77,4.06,3.73,3.89
Haryana,2023-11-01,2023,11,179.63,188.85,184.24,4.37,5.52,4.94
Haryana,2023-12-01,2023,12,179.48,190.97,185.22,3.95,6.34,5.15
Haryana,2024-01-01,2024,1,181.06,187.81,184.43,4.53,4.23,4.38
Haryana,2024-02-01,2024,2,180.3,189.25,184.78,3.77,4.68,4.22
Haryana,2024-03-01,2024,3,182.44,188.58,185.51,4.67,3.96,4.31
Haryana,2024-04-01,2024,4,181.57,188.79,185.18,3.84,3.73,3.79
Haryana,2024-05-01,2024,5,182.35,189.63,185.99,3.96,3.84,3.9
Haryana,2024-06-01,2024,6,186.07,189.7,187.88,5.75,3.54,4.65
Haryana,2024-07-01,2024,7,186.93,191.01,188.97,5.91,3.92,4.91
Haryana,2024-08-01,2024,8,187.74,192.49,190.11,6.03,4.37,5.2
Haryana,2024-09-01,2024,9,183.34,192.57,187.96,3.23,4.08,3.65
Haryana,2024-10-01,2024,10,186.78,194.28,190.53,4.84,4.66,4.75
Haryana,2024-11-01,2024,11,184.74,199.03,191.89,3.37,6.87,5.12
Haryana,2024-12-01,2024,12,187.66,197.71,192.69,4.69,5.82,5.25
Haryana,2025-01-01,2025,1,186.7,194.41,190.55,3.83,3.71,3.77
Haryana,2025-02-01,2025,2,186.91,195.61,191.26,3.63,4.02,3.83
Haryana,2025-03-01,2025,3,187.96,196.31,192.13,3.9,4.06,3.98
Haryana,2025-04-01,2025,4,187.49,197.37,192.43,3.32,4.29,3.81
Haryana,2025-05-01,2025,5,188.79,199.35,194.07,3.73,4.99,4.36
Haryana,2025-06-01,2025,6,192.26,198.33,195.3,5.32,4.13,4.72
Haryana,2025-07-01,2025,7,193.42,196.06,194.74,5.63,2.61,4.12
Haryana,2025-08-01,2025,8,190.95,200.2,195.58,3.97,4.45,4.21
Haryana,2025-09-01,2025,9,189.22,200.29,194.76,2.72,4.16,3.44
Haryana,2025-10-01,2025,10,192.97,198.41,195.69,4.44,2.86,3.65
Haryana,2025-11-01,2025,11,192.51,205.71,199.11,3.89,6.31,5.1
Haryana,2025-12-01,2025,12,191.44,205.0,198.22,3.01,5.62,4.31
Haryana,2026-01-01,2026,1,195.52,203.24,199.38,4.89,4.38,4.64
Himachal Pradesh,2020-01-01,2020,1,156.17,161.91,159.04,4.32,4.33,4.33
Himachal Pradesh,2020-02-01,2020,2,158.22,164.13,161.17,3.41,5.92,4.67
Himachal Pradesh,2020-03-01,2020,3,155.51,155.84,155.68,3.34,5.14,4.24
Himachal Pradesh,2020-04-01,2020,4,155.16,158.51,156.84,5.51,4.19,4.85
Himachal Pradesh,2020-05-01,2020,5,155.8,158.36,157.08,6.42,4.69,5.56
Himachal Pradesh,2020-06-01,2020,6,154.57,157.66,156.11,3.63,3.22,3.42
Himachal Pradesh,2020-07-01,2020,7,162.48,166.09,164.28,5.62,6.39,6.0
Himachal Pradesh,2020-08-01,2020,8,161.86,164.06,162.96,3.53,6.22,4.87
Himachal Pradesh,2020-09-01,2020,9,162.19,165.78,163.98,4.18,4.22,4.2
Himachal Pradesh,2020-10-01,2020,10,162.32,168.19,165.25,5.55,6.62,6.09
Himachal Pradesh,2020-11-01,2020,11,164.45,177.06,170.75,6.66,4.95,5.81
Himachal Pradesh,2020-12-01,2020,12,165.53,177.2,171.36,5.14,3.98,4.56
Himachal Pradesh,2021-01-01,2021,1,167.47,173.03,170.25,6.69,6.82,6.76
Himachal Pradesh,2021-02-01,2021,2,162.69,169.01,165.85,3.3,3.98,3.64
Himachal Pradesh,2021-03-01,2021,3,164.15,169.3,166.72,3.89,3.79,3.84
Himachal Pradesh,2021-04-01,2021,4,164.95,171.13,168.04,4.05,4.55,4.3
Himachal Pradesh,2021-05-01,2021,5,164.05,170.19,167.12,3.15,3.62,3.38
Himachal Pradesh,2021-06-01,2021,6,169.9,172.81,171.35,6.48,4.85,5.66
Himachal Pradesh,2021-07-01,2021,7,169.82,171.54,170.68,6.08,3.72,4.9
Himachal Pradesh,2021-08-01,2021,8,169.15,171.48,170.32,5.33,3.33,4.33
Himachal Pradesh,2021-09-01,2021,9,164.82,174.79,169.81,2.3,4.96,3.63
Himachal Pradesh,2021-10-01,2021,10,168.95,173.94,171.44,4.53,4.09,4.31
Himachal Pradesh,2021-11-01,2021,11,165.61,177.07,171.34,2.13,5.61,3.87
Himachal Pradesh,2021-12-01,2021,12,170.0,178.19,174.09,4.5,5.92,5.21
Himachal Pradesh,2022-01-01,2022,1,171.17,175.99,173.58,4.89,4.25,4.57
Himachal Pradesh,2022-02-01,2022,2,170.36,176.21,173.28,4.06,4.03,4.05
Himachal Pradesh,2022-03-01,2022,3,177.91,185.06,181.48,8.33,8.89,8.61
Himachal Pradesh,2022-04-01,2022,4,178.04,186.34,182.19,8.07,9.28,8.68
Himachal Pradesh,2022-05-01,2022,5,179.6,186.52,183.06,8.67,9.02,8.85
Himachal Pradesh,2022-06-01,2022,6,181.15,187.4,184.27,9.27,9.17,9.22
Himachal Pradesh,2022-07-01,2022,7,181.34,189.29,185.32,9.04,9.91,9.48
Himachal Pradesh,2022-08-01,2022,8,182.27,187.88,185.08,9.27,8.73,9.0
Himachal Pradesh,2022-09-01,2022,9,180.06,188.09,184.07,7.6,8.49,8.05
Himachal Pradesh,2022-10-01,2022,10,181.38,190.23,185.8,8.06,9.36,8.71
Himachal Pradesh,2022-11-01,2022,11,182.04,196.12,189.08,8.12,12.39,10.25
Himachal Pradesh,2022-12-01,2022,12,181.21,194.07,187.64,7.3,10.85,9.07
Himachal Pradesh,2023-01-01,2023,1,183.91,191.66,187.78,8.56,9.11,8.84
Himachal Pradesh,2023-02-01,2023,2,184.36,191.21,187.79,8.5,8.51,8.5
Himachal Pradesh,2023-03-01,2023,3,185.06,192.75,188.9,8.58,9.03,8.8
Himachal Pradesh,2023-04-01,2023,4,183.75,192.4,188.08,7.48,8.48,7.98
Himachal Pradesh,2023-05-01,2023,5,183.22,194.76,188.99,6.85,9.46,8.15
Himachal Pradesh,2023-06-01,2023,6,186.48,193.71,190.09,8.42,8.52,8.47
Himachal Pradesh,2023-07-01,2023,7,184.04,184.48,184.26,6.68,3.02,4.85
Himachal Pradesh,2023-08-01,2023,8,182.12,187.83,184.97,5.25,4.56,4.91
Himachal Pradesh,2023-09-01,2023,9,179.25,188.08,183.67,3.29,4.37,3.83
Himachal Pradesh,2023-10-01,2023,10,180.61,187.3,183.95,3.76,3.61,3.68
Himachal Pradesh,2023-11-01,2023,11,182.89,190.5,186.7,4.75,5.05,4.9
Himachal Pradesh,2023-12-01,2023,12,181.53,192.69,187.11,3.67,5.92,4.8
Himachal Pradesh,2024-01-01,2024,1,182.25,189.28,185.76,3.77,3.72,3.75
Himachal Pradesh,2024-02-01,2024,2,183.38,189.36,186.37,4.11,3.44,3.78
Himachal Pradesh,2024-03-01,2024,3,182.62,190.46,186.54,3.37,3.72,3.55
Himachal Pradesh,2024-04-01,2024,4,183.05,188.35,185.7,3.32,2.25,2.79
Himachal Pradesh,2024-05-01,2024,5,184.95,192.31,188.63,4.08,4.08,4.08
Himachal Pradesh,2024-06-01,2024,6,188.17,192.18,190.18,5.59,3.69,4.64
Himachal Pradesh,2024-07-01,2024,7,186.98,193.87,190.42,4.61,4.28,4.45
Himachal Pradesh,2024-08-01,2024,8,188.35,194.04,191.2,5.08,4.06,4.57
Himachal Pradesh,2024-09-01,2024,9,185.94,194.13,190.03,3.43,3.79,3.61
Himachal Pradesh,2024-10-01,2024,10,183.4,193.97,188.68,1.73,3.39,2.56
Himachal Pradesh,2024-11-01,2024,11,187.03,200.35,193.69,3.45,6.46,4.95
Himachal Pradesh,2024-12-01,2024,12,189.65,198.67,194.16,4.6,5.25,4.92
Himachal Pradesh,2025-01-01,2025,1,188.8,196.13,192.47,3.83,3.59,3.71
