normalized_term,term,search_ts,dest_ts,time_to_click_sec,dest_host,dest_title
"10 print chr$(205.5+rnd(1)); : goto 10","10 PRINT CHR$(205.5+RND(1)); : GOTO 10","2025-08-14 11:16:38","2025-08-14 11:16:39",1.43,www.google.com,"10 PRINT CHR$(205.5+RND(1)); : GOTO 10 - Google Search"
"model context window over time","model context window over time","2025-09-22 09:08:43","2025-09-22 09:08:44",1.44,www.google.com,"model context window over time - Google Search"
"model context window over time","model context window over time","2025-09-22 09:08:43","2025-09-22 09:08:44",1.44,www.google.com,"model context window over time - Google Search"
"llm multimodal benchmarks","llm multimodal benchmarks","2025-09-22 10:32:45","2025-09-22 10:32:46",1.44,www.google.com,"llm multimodal benchmarks - Google Search"
"llm multimodal benchmarks","llm multimodal benchmarks","2025-09-22 10:32:45","2025-09-22 10:32:46",1.44,www.google.com,"llm multimodal benchmarks - Google Search"
"jobs most impacted by ai","jobs most impacted by ai","2025-07-13 16:59:59","2025-07-13 17:00:00",1.45,www.google.com,"jobs most impacted by ai - Google Search"
"dna film","dna film","2025-07-20 13:09:48","2025-07-20 13:09:49",1.45,www.google.com,"dna film - Google Search"
"dna film","dna film","2025-07-20 13:09:48","2025-07-20 13:09:49",1.45,www.google.com,"dna film - Google Search"
"dna tamil film mohammad zeeshan ayub","dna tamil film mohammad zeeshan ayub","2025-07-20 13:12:19","2025-07-20 13:12:20",1.46,www.google.com,"dna tamil film mohammad zeeshan ayub - Google Search"
"dna tamil film mohammad zeeshan ayub","dna tamil film mohammad zeeshan ayub","2025-07-20 13:12:19","2025-07-20 13:12:20",1.46,www.google.com,"dna tamil film mohammad zeeshan ayub - Google Search"
"dna tamil film mohammad zeeshan ayub","dna tamil film mohammad zeeshan ayub","2025-07-20 13:12:03","2025-07-20 13:12:04",1.48,www.google.com,"dna tamil film mohammad zeeshan ayub - Google Search"
"dna tamil film mohammad zeeshan ayub","dna tamil film mohammad zeeshan ayub","2025-07-20 13:12:03","2025-07-20 13:12:04",1.48,www.google.com,"dna tamil film mohammad zeeshan ayub - Google Search"
"model context window over time","model context window over time","2025-09-22 09:08:40","2025-09-22 09:08:41",1.49,www.google.com,"model context window over time - Google Search"
"model context window over time","model context window over time","2025-09-22 09:08:40","2025-09-22 09:08:41",1.49,www.google.com,"model context window over time - Google Search"
"10 print chr$(205.5+rnd(1)); : goto 10","10 PRINT CHR$(205.5+RND(1)); : GOTO 10","2025-08-14 11:16:41","2025-08-14 11:16:42",1.5,www.google.com,"10 PRINT CHR$(205.5+RND(1)); : GOTO 10 - Google Search"
"10 print chr$(205.5+rnd(1)); : goto 10","10 PRINT CHR$(205.5+RND(1)); : GOTO 10","2025-08-14 11:16:41","2025-08-14 11:16:42",1.5,www.google.com,"10 PRINT CHR$(205.5+RND(1)); : GOTO 10 - Google Search"
"10 print chr$(205.5+rnd(1)); : goto 10","10 PRINT CHR$(205.5+RND(1)); : GOTO 10","2025-08-14 11:16:41","2025-08-14 11:16:42",1.5,www.google.com,"10 PRINT CHR$(205.5+RND(1)); : GOTO 10 - Google Search"
"10 print chr$(205.5+rnd(1)); : goto 10","10 PRINT CHR$(205.5+RND(1)); : GOTO 10","2025-08-14 11:16:41","2025-08-14 11:16:42",1.5,www.google.com,"10 PRINT CHR$(205.5+RND(1)); : GOTO 10 - Google Search"
"dna film","dna film","2025-07-20 13:09:49","2025-07-20 13:09:50",1.54,www.google.com,"dna film - Google Search"
"dna film","dna film","2025-07-20 13:09:49","2025-07-20 13:09:50",1.54,www.google.com,"dna film - Google Search"
"dna tamil film mohammad zeeshan ayub","dna tamil film mohammad zeeshan ayub","2025-07-20 13:11:57","2025-07-20 13:11:58",1.54,www.google.com,"dna tamil film mohammad zeeshan ayub - Google Search"
"dna tamil film mohammad zeeshan ayub","dna tamil film mohammad zeeshan ayub","2025-07-20 13:11:57","2025-07-20 13:11:58",1.54,www.google.com,"dna tamil film mohammad zeeshan ayub - Google Search"
"cast of lesa lesa","cast of lesa lesa","2025-08-09 11:58:14","2025-08-09 11:58:15",1.54,www.google.com,"cast of lesa lesa - Google Search"
"cast of lesa lesa","cast of lesa lesa","2025-08-09 11:58:14","2025-08-09 11:58:15",1.54,www.google.com,"cast of lesa lesa - Google Search"
"jobs most impacted by ai","jobs most impacted by ai","2025-07-13 16:59:27","2025-07-13 16:59:28",1.56,www.google.com,"jobs most impacted by ai - Google Search"
"dna tamil film mohammad zeeshan ayub","dna tamil film mohammad zeeshan ayub","2025-07-20 13:11:55","2025-07-20 13:11:56",1.56,www.google.com,"dna tamil film mohammad zeeshan ayub - Google Search"
"dna tamil film mohammad zeeshan ayub","dna tamil film mohammad zeeshan ayub","2025-07-20 13:11:55","2025-07-20 13:11:56",1.56,www.google.com,"dna tamil film mohammad zeeshan ayub - Google Search"
"dna film","dna film","2025-07-20 13:10:14","2025-07-20 13:10:15",1.57,www.google.com,"dna film - Google Search"
"dna film","dna film","2025-07-20 13:10:14","2025-07-20 13:10:15",1.57,www.google.com,"dna film - Google Search"
"llm multimodal benchmarks","llm multimodal benchmarks","2025-09-22 10:32:41","2025-09-22 10:32:42",1.57,www.google.com,"llm multimodal benchmarks - Google Search"
"llm multimodal benchmarks","llm multimodal benchmarks","2025-09-22 10:32:41","2025-09-22 10:32:42",1.57,www.google.com,"llm multimodal benchmarks - Google Search"
"sg arrival card","sg arrival card","2025-09-29 03:18:23","2025-09-29 03:18:24",1.57,www.ica.gov.sg,"ICA | SG Arrival Card (SGAC) with Electronic Health Declaration"
"sg arrival card","sg arrival card","2025-09-29 03:18:23","2025-09-29 03:18:24",1.57,www.ica.gov.sg,"ICA | SG Arrival Card (SGAC) with Electronic Health Declaration"
"dna film","dna film","2025-07-20 13:09:52","2025-07-20 13:09:53",1.61,www.google.com,"dna film - Google Search"
"dna film","dna film","2025-07-20 13:09:52","2025-07-20 13:09:53",1.61,www.google.com,"dna film - Google Search"
"dna tamil film mohammad zeeshan ayub","dna tamil film mohammad zeeshan ayub","2025-07-20 13:12:15","2025-07-20 13:12:16",1.61,www.google.com,"dna tamil film mohammad zeeshan ayub - Google Search"
"dna tamil film mohammad zeeshan ayub","dna tamil film mohammad zeeshan ayub","2025-07-20 13:12:15","2025-07-20 13:12:16",1.61,www.google.com,"dna tamil film mohammad zeeshan ayub - Google Search"
"10 print chr$(205.5+rnd(1)); : goto 10","10 PRINT CHR$(205.5+RND(1)); : GOTO 10","2025-08-14 11:16:10","2025-08-14 11:16:11",1.61,www.google.com,"10 PRINT CHR$(205.5+RND(1)); : GOTO 10 - Google Search"
"10 print chr$(205.5+rnd(1)); : goto 10","10 PRINT CHR$(205.5+RND(1)); : GOTO 10","2025-08-14 11:16:10","2025-08-14 11:16:11",1.61,www.google.com,"10 PRINT CHR$(205.5+RND(1)); : GOTO 10 - Google Search"
"10 print chr$(205.5+rnd(1)); : goto 10","10 PRINT CHR$(205.5+RND(1)); : GOTO 10","2025-08-14 11:16:10","2025-08-14 11:16:11",1.61,www.google.com,"10 PRINT CHR$(205.5+RND(1)); : GOTO 10 - Google Search"
"10 print chr$(205.5+rnd(1)); : goto 10","10 PRINT CHR$(205.5+RND(1)); : GOTO 10","2025-08-14 11:16:10","2025-08-14 11:16:11",1.61,www.google.com,"10 PRINT CHR$(205.5+RND(1)); : GOTO 10 - Google Search"
"qwen ai chat","qwen ai chat","2025-09-07 05:34:13","2025-09-07 05:34:14",1.61,www.google.com,Qwen
"qwen ai chat","qwen ai chat","2025-09-07 05:34:13","2025-09-07 05:34:14",1.61,www.google.com,Qwen
"jobs most impacted by ai","jobs most impacted by ai","2025-07-13 16:59:34","2025-07-13 16:59:35",1.62,www.google.com,"jobs most impacted by ai - Google Search"
"github token api","github token api","2025-07-20 05:46:26","2025-07-20 05:46:27",1.62,docs.github.com,"Authenticating to the REST API - GitHub Docs"
