feature,reason,path,session_timestamp
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/12/rollout-2025-09-12T07-10-01-1da37105-402c-4009-a9a2-a4f7151bb21b.jsonl,2025-09-11T23:10:01.396Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/12/rollout-2025-09-12T07-54-59-9e3d6c3a-29e7-4718-a2d1-6334fb8e1b51.jsonl,2025-09-11T23:54:59.610Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/12/rollout-2025-09-12T07-54-59-9e3d6c3a-29e7-4718-a2d1-6334fb8e1b51.jsonl,2025-09-11T23:54:59.610Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/12/rollout-2025-09-12T14-19-01-d2f7b03e-664a-42ce-be94-253a1f32f722.jsonl,2025-09-12T06:19:01.798Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/13/rollout-2025-09-13T17-41-25-c1ffad45-d050-4e9f-aa90-030a77990d42.jsonl,2025-09-13T09:41:25.887Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/16/rollout-2025-09-16T09-05-06-16b5cdf6-1f5c-468f-bed5-2cf6c70994ed.jsonl,2025-09-16T03:35:06.022Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/16/rollout-2025-09-16T09-39-27-11b75aa1-5337-4989-ba68-36758973c8e2.jsonl,2025-09-16T04:09:27.307Z
spawn_agents_on_csv / sub-agents,Batch-like task with high call volume and no fan-out delegation.,sessions/2025/09/16/rollout-2025-09-16T14-53-05-32517910-8138-4219-903a-8693645f6345.jsonl,2025-09-16T09:23:05.472Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/16/rollout-2025-09-16T15-14-28-bfa526c0-2ec7-4902-9bb7-51f2cd7006b3.jsonl,2025-09-16T09:44:28.468Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/16/rollout-2025-09-16T16-04-52-4c69b9d0-4f2e-4eaa-80cd-57863b2cc58f.jsonl,2025-09-16T10:34:52.360Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/16/rollout-2025-09-16T16-04-52-4c69b9d0-4f2e-4eaa-80cd-57863b2cc58f.jsonl,2025-09-16T10:34:52.360Z
spawn_agents_on_csv / sub-agents,Batch-like task with high call volume and no fan-out delegation.,sessions/2025/09/16/rollout-2025-09-16T16-04-52-4c69b9d0-4f2e-4eaa-80cd-57863b2cc58f.jsonl,2025-09-16T10:34:52.360Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/16/rollout-2025-09-16T16-05-44-97fbca87-db7b-494d-a63b-7f32342498a6.jsonl,2025-09-16T10:35:44.099Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/16/rollout-2025-09-16T16-15-16-583f86b7-0ca9-4110-a23b-c58b942606a8.jsonl,2025-09-16T10:45:16.363Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/16/rollout-2025-09-16T16-15-16-583f86b7-0ca9-4110-a23b-c58b942606a8.jsonl,2025-09-16T10:45:16.363Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/16/rollout-2025-09-16T16-21-49-6570cd28-f93d-4107-93b4-f50ddfd24c46.jsonl,2025-09-16T10:51:49.137Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/16/rollout-2025-09-16T16-22-53-cf683c3c-58a8-4d7e-9080-c8e5e367ba84.jsonl,2025-09-16T10:52:53.288Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/16/rollout-2025-09-16T16-29-37-2dc76cad-903c-4cbf-9b94-52c33a03faf1.jsonl,2025-09-16T10:59:37.503Z
sub-agents / awaiter,Long-running command executed without delegation/awaiter pattern.,sessions/2025/09/16/rollout-2025-09-16T16-32-58-2cc6def8-3a72-4809-844a-348c89f5cb44.jsonl,2025-09-16T11:02:58.516Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/16/rollout-2025-09-16T16-41-26-f46771f3-4770-4eee-bfc6-2e8dfd664f94.jsonl,2025-09-16T11:11:26.964Z
sub-agents / awaiter,Long-running command executed without delegation/awaiter pattern.,sessions/2025/09/16/rollout-2025-09-16T16-41-26-f46771f3-4770-4eee-bfc6-2e8dfd664f94.jsonl,2025-09-16T11:11:26.964Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/16/rollout-2025-09-16T16-41-26-f46771f3-4770-4eee-bfc6-2e8dfd664f94.jsonl,2025-09-16T11:11:26.964Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/16/rollout-2025-09-16T16-57-46-e07e6390-5c17-4676-bd88-e9c89104859e.jsonl,2025-09-16T11:27:46.900Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/17/rollout-2025-09-17T11-13-17-60ef973a-6ae0-4209-8e26-7a28a0b07a6b.jsonl,2025-09-17T05:43:17.739Z
planning mode / update_plan,High tool-call complexity with no explicit plan tracking.,sessions/2025/09/17/rollout-2025-09-17T11-13-17-60ef973a-6ae0-4209-8e26-7a28a0b07a6b.jsonl,2025-09-17T05:43:17.739Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/17/rollout-2025-09-17T12-43-30-5c0b2987-94de-4fb7-a3f1-271a04bd3baf.jsonl,2025-09-17T07:13:30.130Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/17/rollout-2025-09-17T12-44-02-fb801d2c-8d23-4751-b5ea-09db005b70ee.jsonl,2025-09-17T07:14:02.395Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/17/rollout-2025-09-17T13-30-49-41e92554-73ff-4996-ad1f-ee65d4abb9a8.jsonl,2025-09-17T08:00:49.055Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/17/rollout-2025-09-17T13-30-49-41e92554-73ff-4996-ad1f-ee65d4abb9a8.jsonl,2025-09-17T08:00:49.055Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/17/rollout-2025-09-17T23-17-34-990ab7eb-10a9-450a-af05-534740d287c6.jsonl,2025-09-17T17:47:34.034Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/18/rollout-2025-09-18T11-19-49-db609766-be38-4a4a-8deb-604e8a59c5ea.jsonl,2025-09-18T05:49:49.528Z
planning mode / update_plan,High tool-call complexity with no explicit plan tracking.,sessions/2025/09/18/rollout-2025-09-18T11-19-49-db609766-be38-4a4a-8deb-604e8a59c5ea.jsonl,2025-09-18T05:49:49.528Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/18/rollout-2025-09-18T11-19-49-db609766-be38-4a4a-8deb-604e8a59c5ea.jsonl,2025-09-18T05:49:49.528Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/19/rollout-2025-09-19T10-47-17-01996067-c603-7012-a1ea-ee28edd28131.jsonl,2025-09-19T05:17:17.699Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/19/rollout-2025-09-19T10-51-57-0199606c-0aa5-7111-a77c-495c399aad5a.jsonl,2025-09-19T05:21:57.413Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/19/rollout-2025-09-19T10-51-57-0199606c-0aa5-7111-a77c-495c399aad5a.jsonl,2025-09-19T05:21:57.413Z
apply_patch,Multiple shell-based file edits where structured patching could reduce risk.,sessions/2025/09/19/rollout-2025-09-19T10-51-57-0199606c-0aa5-7111-a77c-495c399aad5a.jsonl,2025-09-19T05:21:57.413Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/20/rollout-2025-09-20T10-10-16-0199656c-3e75-7082-8426-91724cd3f139.jsonl,2025-09-20T04:40:16.757Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/20/rollout-2025-09-20T10-52-39-01996593-0c68-7783-8c52-52e552336fad.jsonl,2025-09-20T05:22:39.848Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/20/rollout-2025-09-20T10-52-39-01996593-0c68-7783-8c52-52e552336fad.jsonl,2025-09-20T05:22:39.848Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/20/rollout-2025-09-20T11-05-52-0199659f-23d3-7132-aeef-1d1170656ee3.jsonl,2025-09-20T05:35:52.275Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/20/rollout-2025-09-20T16-44-22-019966d5-0d99-7d12-9581-dbac5e1c9bd0.jsonl,2025-09-20T11:14:22.745Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/20/rollout-2025-09-20T16-44-22-019966d5-0d99-7d12-9581-dbac5e1c9bd0.jsonl,2025-09-20T11:14:22.745Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/21/rollout-2025-09-21T15-50-01-01996bc9-a506-7a43-b2b5-2c5b8cd05b92.jsonl,2025-09-21T10:20:01.158Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/21/rollout-2025-09-21T15-50-37-01996bca-312b-7aa3-8670-152d1cd9d62b.jsonl,2025-09-21T10:20:37.035Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/22/rollout-2025-09-22T10-03-21-01996fb2-a1af-7ac2-8039-935f7eb9e5c0.jsonl,2025-09-22T04:33:21.839Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/22/rollout-2025-09-22T10-16-16-01996fbe-74fd-75d0-9382-6c851a47c657.jsonl,2025-09-22T04:46:16.829Z
apply_patch,Multiple shell-based file edits where structured patching could reduce risk.,sessions/2025/09/22/rollout-2025-09-22T10-16-16-01996fbe-74fd-75d0-9382-6c851a47c657.jsonl,2025-09-22T04:46:16.829Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/22/rollout-2025-09-22T10-26-05-01996fc7-6f4e-78e1-86c8-d18142aed464.jsonl,2025-09-22T04:56:05.198Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/22/rollout-2025-09-22T10-26-05-01996fc7-6f4e-78e1-86c8-d18142aed464.jsonl,2025-09-22T04:56:05.198Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/22/rollout-2025-09-22T10-53-04-01996fe0-2655-7de1-bd16-8d3bb7e41730.jsonl,2025-09-22T05:23:04.917Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/22/rollout-2025-09-22T10-53-04-01996fe0-2655-7de1-bd16-8d3bb7e41730.jsonl,2025-09-22T05:23:04.917Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/22/rollout-2025-09-22T11-31-02-01997002-e795-7833-8cc5-2814f2836118.jsonl,2025-09-22T06:01:02.613Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/23/rollout-2025-09-23T13-15-30-01997588-e7ef-7d72-b1c4-8c2b67faa50d.jsonl,2025-09-23T07:45:30.607Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/23/rollout-2025-09-23T16-30-32-0199763b-777f-7db1-8a35-ddfaa87512c9.jsonl,2025-09-23T11:00:32.767Z
image input/view_image,Task appears image/UI-heavy with no image tool usage.,sessions/2025/09/23/rollout-2025-09-23T16-30-32-0199763b-777f-7db1-8a35-ddfaa87512c9.jsonl,2025-09-23T11:00:32.767Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/23/rollout-2025-09-23T17-31-38-01997673-67a8-7400-9b05-7eb773db2dfb.jsonl,2025-09-23T12:01:38.728Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/23/rollout-2025-09-23T17-31-38-01997673-67a8-7400-9b05-7eb773db2dfb.jsonl,2025-09-23T12:01:38.728Z
apply_patch,Multiple shell-based file edits where structured patching could reduce risk.,sessions/2025/09/23/rollout-2025-09-23T20-05-08-019976ff-ed67-7e50-aa1b-3ef94cd738be.jsonl,2025-09-23T14:35:08.007Z
planning mode / update_plan,High tool-call complexity with no explicit plan tracking.,sessions/2025/09/23/rollout-2025-09-23T20-08-12-01997702-be25-7960-9c9f-0420acf7dd4b.jsonl,2025-09-23T14:38:12.517Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/23/rollout-2025-09-23T20-08-12-01997702-be25-7960-9c9f-0420acf7dd4b.jsonl,2025-09-23T14:38:12.517Z
spawn_agents_on_csv / sub-agents,Batch-like task with high call volume and no fan-out delegation.,sessions/2025/09/23/rollout-2025-09-23T20-08-12-01997702-be25-7960-9c9f-0420acf7dd4b.jsonl,2025-09-23T14:38:12.517Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/24/rollout-2025-09-24T10-08-18-01997a03-e145-73a1-888d-40545df30302.jsonl,2025-09-24T04:38:18.693Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/24/rollout-2025-09-24T11-07-48-01997a3a-5927-7a80-a2c3-d3c2c25eee86.jsonl,2025-09-24T05:37:48.327Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/24/rollout-2025-09-24T11-07-48-01997a3a-5927-7a80-a2c3-d3c2c25eee86.jsonl,2025-09-24T05:37:48.327Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/24/rollout-2025-09-24T11-34-07-01997a52-73b9-7a73-a883-00356c9e64f6.jsonl,2025-09-24T06:04:07.993Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/24/rollout-2025-09-24T18-42-13-01997bda-6338-7fe3-8d1f-e65d6cf9ce41.jsonl,2025-09-24T13:12:13.880Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/24/rollout-2025-09-24T18-42-13-01997bda-6338-7fe3-8d1f-e65d6cf9ce41.jsonl,2025-09-24T13:12:13.880Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/25/rollout-2025-09-25T11-33-36-01997f78-533a-75e2-b867-cc2507fb7c2d.jsonl,2025-09-25T06:03:36.122Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/25/rollout-2025-09-25T13-32-41-01997fe5-5a42-7402-805b-c72d5a271e91.jsonl,2025-09-25T08:02:41.346Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/25/rollout-2025-09-25T13-34-46-01997fe7-416f-7fe2-b40f-52380579f769.jsonl,2025-09-25T08:04:46.063Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/26/rollout-2025-09-26T06-40-23-01998392-3e92-7aa1-af85-76f77197741e.jsonl,2025-09-26T01:10:23.634Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/26/rollout-2025-09-26T07-14-14-019983b1-3aa2-7361-bbe5-a3c8da3185ec.jsonl,2025-09-26T01:44:14.242Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/26/rollout-2025-09-26T07-14-14-019983b1-3aa2-7361-bbe5-a3c8da3185ec.jsonl,2025-09-26T01:44:14.242Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/26/rollout-2025-09-26T11-36-46-019984a1-955c-71f1-9666-28e658458164.jsonl,2025-09-26T06:06:46.108Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/26/rollout-2025-09-26T11-36-46-019984a1-955c-71f1-9666-28e658458164.jsonl,2025-09-26T06:06:46.108Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/26/rollout-2025-09-26T15-35-59-0199857c-9b2a-77d3-a195-8b83b9e819b4.jsonl,2025-09-26T10:05:59.978Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/26/rollout-2025-09-26T15-42-45-01998582-ca22-7ec2-b68d-a105edb5f80a.jsonl,2025-09-26T10:12:45.218Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/27/rollout-2025-09-27T06-27-30-019988ac-cd97-7031-bb25-34f64fd5eaab.jsonl,2025-09-27T00:57:30.263Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/27/rollout-2025-09-27T06-45-54-019988bd-a635-78a0-9b12-bb8f3402926c.jsonl,2025-09-27T01:15:54.293Z
planning mode / update_plan,High tool-call complexity with no explicit plan tracking.,sessions/2025/09/27/rollout-2025-09-27T06-45-54-019988bd-a635-78a0-9b12-bb8f3402926c.jsonl,2025-09-27T01:15:54.293Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/27/rollout-2025-09-27T16-29-42-01998ad4-23a3-7651-9fb6-aeeaced6b9f0.jsonl,2025-09-27T10:59:42.627Z
planning mode / update_plan,High tool-call complexity with no explicit plan tracking.,sessions/2025/09/27/rollout-2025-09-27T16-29-42-01998ad4-23a3-7651-9fb6-aeeaced6b9f0.jsonl,2025-09-27T10:59:42.627Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/27/rollout-2025-09-27T16-29-42-01998ad4-23a3-7651-9fb6-aeeaced6b9f0.jsonl,2025-09-27T10:59:42.627Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/27/rollout-2025-09-27T20-52-47-01998bc4-febc-7941-aa1f-25f30b726d5a.jsonl,2025-09-27T15:22:47.356Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/27/rollout-2025-09-27T20-52-47-01998bc4-febc-7941-aa1f-25f30b726d5a.jsonl,2025-09-27T15:22:47.356Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/27/rollout-2025-09-27T23-17-07-01998c49-2521-7903-ac19-71abf11bbbd2.jsonl,2025-09-27T17:47:07.937Z
planning mode / update_plan,High tool-call complexity with no explicit plan tracking.,sessions/2025/09/27/rollout-2025-09-27T23-17-07-01998c49-2521-7903-ac19-71abf11bbbd2.jsonl,2025-09-27T17:47:07.937Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/27/rollout-2025-09-27T23-49-28-01998c66-c0e4-78f3-8e2c-2c18aa1a7a4b.jsonl,2025-09-27T18:19:28.356Z
image input/view_image,Task appears image/UI-heavy with no image tool usage.,sessions/2025/09/27/rollout-2025-09-27T23-49-28-01998c66-c0e4-78f3-8e2c-2c18aa1a7a4b.jsonl,2025-09-27T18:19:28.356Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/29/rollout-2025-09-29T13-56-55-01999494-fa47-70e2-ae1c-9ff4a4817575.jsonl,2025-09-29T08:26:55.431Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/29/rollout-2025-09-29T14-14-48-019994a5-5a2f-72d2-94cb-2553bb05b94c.jsonl,2025-09-29T08:44:48.559Z
sub-agents / awaiter,Long-running command executed without delegation/awaiter pattern.,sessions/2025/09/29/rollout-2025-09-29T15-17-08-019994de-6a07-7191-b262-3909b89759bd.jsonl,2025-09-29T09:47:08.168Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/29/rollout-2025-09-29T15-34-55-019994ee-b39c-7f03-9cf3-94dd64477aa2.jsonl,2025-09-29T10:04:55.580Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/30/rollout-2025-09-30T09-37-14-01999844-43ea-7422-aa8b-9c0b941928ce.jsonl,2025-09-30T01:37:14.730Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/30/rollout-2025-09-30T09-42-15-01999848-da12-7ec0-ba06-fc62b22c55ee.jsonl,2025-09-30T01:42:15.314Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/30/rollout-2025-09-30T09-42-15-01999848-da12-7ec0-ba06-fc62b22c55ee.jsonl,2025-09-30T01:42:15.314Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/30/rollout-2025-09-30T09-48-22-0199984e-7337-7071-b998-ae67a371e466.jsonl,2025-09-30T01:48:22.199Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/30/rollout-2025-09-30T13-46-26-01999928-6a87-7c80-85d6-3240c1acf6f0.jsonl,2025-09-30T05:46:26.823Z
sub-agents / awaiter,Long-running command executed without delegation/awaiter pattern.,sessions/2025/09/30/rollout-2025-09-30T13-46-26-01999928-6a87-7c80-85d6-3240c1acf6f0.jsonl,2025-09-30T05:46:26.823Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/30/rollout-2025-09-30T13-46-26-01999928-6a87-7c80-85d6-3240c1acf6f0.jsonl,2025-09-30T05:46:26.823Z
apply_patch,Multiple shell-based file edits where structured patching could reduce risk.,sessions/2025/09/30/rollout-2025-09-30T13-46-26-01999928-6a87-7c80-85d6-3240c1acf6f0.jsonl,2025-09-30T05:46:26.823Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/30/rollout-2025-09-30T16-00-08-019999a2-d0a0-7aa1-bd0d-3cc864366bd7.jsonl,2025-09-30T08:00:08.352Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/09/30/rollout-2025-09-30T18-29-41-01999a2b-ba97-7aa0-aeae-a3c288adb22e.jsonl,2025-09-30T10:29:41.143Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/09/30/rollout-2025-09-30T18-29-41-01999a2b-ba97-7aa0-aeae-a3c288adb22e.jsonl,2025-09-30T10:29:41.143Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/01/rollout-2025-10-01T10-07-46-01999d86-9290-7c01-8e83-43b87f6cd7ca.jsonl,2025-10-01T02:07:46.320Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/01/rollout-2025-10-01T10-52-48-01999daf-cca3-7982-a3df-27a9af111b37.jsonl,2025-10-01T02:52:48.163Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/01/rollout-2025-10-01T10-57-31-01999db4-20d2-7ca1-868b-af2439b0788a.jsonl,2025-10-01T02:57:31.858Z
planning mode / update_plan,High tool-call complexity with no explicit plan tracking.,sessions/2025/10/01/rollout-2025-10-01T10-57-31-01999db4-20d2-7ca1-868b-af2439b0788a.jsonl,2025-10-01T02:57:31.858Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/01/rollout-2025-10-01T10-57-54-01999db4-78e8-7c21-8c6f-aad4a9ebb406.jsonl,2025-10-01T02:57:54.408Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/01/rollout-2025-10-01T11-22-02-01999dca-91ad-74b1-9310-eec68d26fa8d.jsonl,2025-10-01T03:22:02.541Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/01/rollout-2025-10-01T13-33-49-01999e43-395e-7fa2-a0ac-97463b4a6b9d.jsonl,2025-10-01T05:33:49.790Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/02/rollout-2025-10-02T10-50-32-0199a2d4-187d-77a2-aae4-6ff91cbc9c23.jsonl,2025-10-02T02:50:32.957Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/02/rollout-2025-10-02T10-50-32-0199a2d4-187d-77a2-aae4-6ff91cbc9c23.jsonl,2025-10-02T02:50:32.957Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/02/rollout-2025-10-02T11-08-49-0199a2e4-d212-7221-8ef9-f40259042794.jsonl,2025-10-02T03:08:49.042Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/02/rollout-2025-10-02T11-30-01-0199a2f8-3e0b-75c3-abe5-fd11849191d0.jsonl,2025-10-02T03:30:01.867Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/02/rollout-2025-10-02T11-31-06-0199a2f9-3c0d-7442-a00e-de2f1e618c45.jsonl,2025-10-02T03:31:06.893Z
planning mode / update_plan,High tool-call complexity with no explicit plan tracking.,sessions/2025/10/02/rollout-2025-10-02T11-31-06-0199a2f9-3c0d-7442-a00e-de2f1e618c45.jsonl,2025-10-02T03:31:06.893Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/02/rollout-2025-10-02T11-31-06-0199a2f9-3c0d-7442-a00e-de2f1e618c45.jsonl,2025-10-02T03:31:06.893Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/02/rollout-2025-10-02T11-45-13-0199a306-252f-7881-b2b9-c21860d75354.jsonl,2025-10-02T03:45:13.007Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/02/rollout-2025-10-02T11-45-13-0199a306-252f-7881-b2b9-c21860d75354.jsonl,2025-10-02T03:45:13.007Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/02/rollout-2025-10-02T14-27-41-0199a39a-e39f-7600-8231-3730f58964b2.jsonl,2025-10-02T06:27:41.087Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/02/rollout-2025-10-02T14-48-20-0199a3ad-ce4a-77e2-8668-389c99bdc31b.jsonl,2025-10-02T06:48:20.810Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/02/rollout-2025-10-02T16-03-44-0199a3f2-d555-75b2-8012-fb5e47bbfd42.jsonl,2025-10-02T08:03:44.597Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/02/rollout-2025-10-02T16-14-56-0199a3fd-1670-72e0-918a-82e6e10d79ab.jsonl,2025-10-02T08:14:56.624Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/02/rollout-2025-10-02T18-38-19-0199a480-5c15-7ee1-9daa-eccaba080bca.jsonl,2025-10-02T10:38:19.669Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/02/rollout-2025-10-02T18-51-46-0199a48c-ab9a-7bf0-ad6c-12950a616a10.jsonl,2025-10-02T10:51:46.458Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/02/rollout-2025-10-02T18-51-46-0199a48c-ab9a-7bf0-ad6c-12950a616a10.jsonl,2025-10-02T10:51:46.458Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/03/rollout-2025-10-03T09-21-17-0199a7a8-be84-7ef1-bc2e-4f53db385a88.jsonl,2025-10-03T01:21:17.956Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/03/rollout-2025-10-03T09-21-17-0199a7a8-be84-7ef1-bc2e-4f53db385a88.jsonl,2025-10-03T01:21:17.956Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/03/rollout-2025-10-03T13-37-32-0199a893-585b-7003-92aa-f22b1be1d248.jsonl,2025-10-03T05:37:32.763Z
request_user_input,Repeated permission/approval friction without explicit user choice collection.,sessions/2025/10/03/rollout-2025-10-03T13-37-32-0199a893-585b-7003-92aa-f22b1be1d248.jsonl,2025-10-03T05:37:32.763Z
parallel tool calls,Session performs repeated sequential read-only shell calls.,sessions/2025/10/03/rollout-2025-10-03T15-43-51-0199a906-fdb7-77f1-ac0e-7c1e05bde557.jsonl,2025-10-03T07:43:51.735Z
